Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
017,Ware zur Produktion gebracht,2024-02-11 17:21:47,Emma Weber,16.52,P,130.0,Firma6,Lager B,Lager G
017,Ware hergestellt,2024-02-11 18:19:47,Leonie Richter,22.97,P,150.0,Firma19,Lager B,Lager A
017,Ware verpackt,2024-02-11 18:27:47,Max Mustermann,8.85,P,110.0,Firma6,Lager H,Lager D
017,Ware versandt,2024-02-11 19:16:47,Emilia Wagner,53.79,P,95.0,Firma17,Lager E,Lager F
018,Auftrag eingegangen,2024-02-11 16:31:47,Mia Schmitt,34.08,P,110.0,Firma15,Lager I,Lager A
018,Ware zur Produktion gebracht,2024-02-11 17:18:47,Noah Becker,65.48,P,70.0,Firma10,Lager G,Lager D
018,Ware hergestellt,2024-02-11 18:12:47,Paul Zimmer,25.71,P,120.0,Firma17,Lager A,Lager J
018,Ware verpackt,2024-02-11 18:53:47,Lena Mueller,15.16,P,110.0,Firma6,Lager H,Lager I
018,Ware versandt,2024-02-11 19:38:47,Lena Mueller,83.3,P,130.0,Firma8,Lager C,Lager B
019,Auftrag eingegangen,2024-02-11 16:31:47,David Meyer,35.45,P,80.0,Firma11,Lager B,Lager F
019,Ware aus Lager geholt,2024-02-11 17:14:47,Leonie Richter,84.37,P,80.0,Firma9,Lager C,Lager G
019,Ware zum Versand vorbereitet,2024-02-11 17:44:47,Lisa Schulz,44.59,P,120.0,Firma2,Lager J,Lager G
019,Ware versandt,2024-02-11 17:50:47,Emma Weber,77.66,P,75.0,Firma14,Lager I,Lager D
020,Auftrag eingegangen,2024-02-11 16:31:47,Noah Becker,22.76,P,110.0,Firma19,Lager C,Lager H
020,Ware zur Produktion gebracht,2024-02-11 16:40:47,Sophia Lang,32.61,P,95.0,Firma19,Lager H,Lager A
020,Ware hergestellt,2024-02-11 16:55:47,Lisa Schulz,96.42,P,80.0,Firma2,Lager E,Lager F
020,Ware verpackt,2024-02-11 17:03:47,Paul Zimmer,75.53,P,110.0,Firma18,Lager B,Lager B
020,Ware versandt,2024-02-11 17:44:47,Leonie Richter,66.37,P,120.0,Firma13,Lager I,Lager B
021,Auftrag eingegangen,2024-02-11 16:31:47,Luca Huber,29.74,P,95.0,Firma19,Lager H,Lager J
021,Ware aus Lager geholt,2024-02-11 17:11:47,Lisa Mueller,54.92,P,130.0,Firma18,Lager C,Lager J
021,Ware zum Versand vorbereitet,2024-02-11 17:25:47,Sophia Lang,8.33,P,95.0,Firma13,Lager I,Lager G
021,Ware versandt,2024-02-11 18:12:47,David Meyer,29.18,P,80.0,Firma4,Lager J,Lager E
022,Auftrag eingegangen,2024-02-11 16:31:47,Luca Huber,97.07,P,75.0,Firma3,Lager D,Lager H
022,Ware aus Lager geholt,2024-02-11 17:09:47,Emilia Wagner,62.78,P,120.0,Firma12,Lager D,Lager I
022,Ware zum Versand vorbereitet,2024-02-11 18:09:47,David Meyer,12.1,P,120.0,Firma1,Lager J,Lager D
022,Ware versandt,2024-02-11 19:07:47,Sarah Schmidt,32.1,P,130.0,Firma6,Lager A,Lager F
023,Auftrag eingegangen,2024-02-11 16:31:47,Jonas Richter,79.48,P,110.0,Firma15,Lager I,Lager D
023,Ware aus Lager geholt,2024-02-11 16:50:47,Jan Becker,43.3,P,120.0,Firma4,Lager H,Lager A
023,Ware zum Versand vorbereitet,2024-02-11 17:16:47,Luca Huber,26.07,P,90.0,Firma6,Lager F,Lager G
023,Ware versandt,2024-02-11 17:49:47,Jonas Richter,7.38,P,100.0,Firma11,Lager H,Lager I
024,Auftrag eingegangen,2024-02-11 16:31:47,Emma Weber,22.25,P,95.0,Firma20,Lager F,Lager E
024,Ware zur Produktion gebracht,2024-02-11 17:03:47,Lena Mueller,39.86,P,110.0,Firma15,Lager B,Lager C
024,Ware hergestellt,2024-02-11 17:39:47,Noah Becker,74.55,P,120.0,Firma10,Lager C,Lager C
024,Ware verpackt,2024-02-11 18:23:47,Lisa Mueller,33.56,P,110.0,Firma2,Lager B,Lager G
024,Ware versandt,2024-02-11 19:08:47,Luca Huber,94.65,P,95.0,Firma5,Lager H,Lager G
025,Auftrag eingegangen,2024-02-11 16:31:47,Emma Weber,62.88,P,95.0,Firma13,Lager G,Lager I
025,Ware zur Produktion gebracht,2024-02-11 17:05:47,Lisa Schulz,83.6,P,120.0,Firma9,Lager I,Lager F
025,Ware hergestellt,2024-02-11 17:54:47,Lisa Schulz,36.58,P,140.0,Firma3,Lager F,Lager J
025,Ware verpackt,2024-02-11 18:28:47,Leonie Richter,58.89,P,70.0,Firma4,Lager A,Lager J
025,Ware versandt,2024-02-11 18:40:47,Sarah Schmidt,74.06,P,110.0,Firma4,Lager A,Lager C
026,Auftrag eingegangen,2024-02-11 16:31:47,Lisa Mueller,39.38,P,95.0,Firma6,Lager E,Lager H
026,Ware zur Produktion gebracht,2024-02-11 16:32:47,Paul Zimmer,25.0,P,130.0,Firma17,Lager D,Lager H
026,Ware hergestellt,2024-02-11 16:41:47,Laura Fischer,19.68,P,130.0,Firma6,Lager F,Lager B
026,Ware verpackt,2024-02-11 17:21:47,Lisa Schulz,43.77,P,150.0,Firma11,Lager D,Lager C
026,Ware versandt,2024-02-11 17:40:47,Leonie Richter,82.0,P,80.0,Firma5,Lager F,Lager H
027,Auftrag eingegangen,2024-02-11 16:31:47,Nico Schmidt,94.76,P,120.0,Firma7,Lager B,Lager H
027,Ware zur Produktion gebracht,2024-02-11 17:19:47,Noah Becker,45.33,P,100.0,Firma3,Lager G,Lager E
027,Ware hergestellt,2024-02-11 18:18:47,Hannah Meyer,87.24,P,95.0,Firma10,Lager J,Lager G
027,Ware verpackt,2024-02-11 19:15:47,Lisa Mueller,94.8,P,75.0,Firma8,Lager B,Lager J
027,Ware versandt,2024-02-11 19:56:47,Luca Huber,90.89,P,85.0,Firma20,Lager I,Lager C
028,Auftrag eingegangen,2024-02-11 16:31:47,Paul Zimmer,74.31,P,120.0,Firma10,Lager J,Lager J
028,Ware zur Produktion gebracht,2024-02-11 16:39:47,Mia Schmitt,50.05,P,95.0,Firma2,Lager A,Lager B
028,Ware hergestellt,2024-02-11 17:31:47,Noah Becker,30.42,P,110.0,Firma10,Lager D,Lager G
028,Ware verpackt,2024-02-11 18:28:47,Leonie Richter,11.52,P,80.0,Firma15,Lager C,Lager F
028,Ware versandt,2024-02-11 18:38:47,Sophia Lang,32.05,P,85.0,Firma17,Lager J,Lager B
029,Auftrag eingegangen,2024-02-11 16:31:47,David Meyer,61.63,P,110.0,Firma10,Lager I,Lager C
029,Ware aus Lager geholt,2024-02-11 17:24:47,Jan Becker,38.8,P,120.0,Firma8,Lager F,Lager F
029,Ware zum Versand vorbereitet,2024-02-11 17:44:47,David Meyer,48.91,P,95.0,Firma16,Lager D,Lager J
029,Ware versandt,2024-02-11 18:11:47,Emma Weber,67.81,P,110.0,Firma17,Lager F,Lager J
030,Auftrag eingegangen,2024-02-11 16:31:47,Emma Weber,66.16,P,150.0,Firma11,Lager F,Lager G
030,Ware aus Lager geholt,2024-02-11 16:54:47,Laura Fischer,61.29,P,90.0,Firma2,Lager A,Lager G
030,Ware zum Versand vorbereitet,2024-02-11 17:46:47,Timo Wagner,76.58,P,100.0,Firma9,Lager A,Lager B
030,Ware versandt,2024-02-11 18:28:47,Paul Zimmer,55.14,P,130.0,Firma9,Lager B,Lager I
031,Auftrag eingegangen,2024-02-11 16:31:47,Sophia Lang,16.81,P,90.0,Firma9,Lager H,Lager D
031,Ware zur Produktion gebracht,2024-02-11 16:41:47,Luca Huber,20.2,P,85.0,Firma3,Lager C,Lager J
031,Ware hergestellt,2024-02-11 17:26:47,Sarah Schmidt,6.75,P,120.0,Firma5,Lager H,Lager B
031,Ware verpackt,2024-02-11 18:20:47,Hannah Meyer,93.88,P,120.0,Firma5,Lager B,Lager B
031,Ware versandt,2024-02-11 18:43:47,Mia Schmitt,14.86,P,120.0,Firma8,Lager A,Lager A
032,Auftrag eingegangen,2024-02-11 16:31:47,Timo Wagner,87.78,P,95.0,Firma2,Lager A,Lager E
032,Ware zur Produktion gebracht,2024-02-11 17:28:47,Nico Schmidt,7.54,P,140.0,Firma11,Lager G,Lager E
032,Ware hergestellt,2024-02-11 18:28:47,Lena Mueller,40.26,P,140.0,Firma3,Lager F,Lager F
032,Ware verpackt,2024-02-11 18:40:47,Emilia Wagner,6.41,P,100.0,Firma7,Lager J,Lager F
032,Ware versandt,2024-02-11 19:35:47,Timo Wagner,91.51,P,75.0,Firma6,Lager B,Lager J
033,Auftrag eingegangen,2024-02-11 16:31:47,Luca Huber,44.09,P,140.0,Firma2,Lager F,Lager I
033,Ware aus Lager geholt,2024-02-11 16:59:47,Jan Becker,42.42,P,80.0,Firma17,Lager F,Lager E
033,Ware zum Versand vorbereitet,2024-02-11 17:13:47,Jonas Richter,62.52,P,75.0,Firma6,Lager G,Lager C
033,Ware versandt,2024-02-11 18:05:47,Leonie Richter,31.01,P,100.0,Firma11,Lager E,Lager C
034,Auftrag eingegangen,2024-02-11 16:31:47,Emilia Wagner,86.49,P,110.0,Firma3,Lager A,Lager A
034,Ware aus Lager geholt,2024-02-11 16:37:47,David Meyer,52.48,P,130.0,Firma6,Lager D,Lager C
034,Ware zum Versand vorbereitet,2024-02-11 16:59:47,Leonie Richter,41.64,P,140.0,Firma1,Lager H,Lager I
034,Ware versandt,2024-02-11 17:10:47,Timo Wagner,71.81,P,120.0,Firma13,Lager F,Lager G
035,Auftrag eingegangen,2024-02-11 16:31:47,Lena Mueller,9.99,P,95.0,Firma12,Lager I,Lager H
035,Ware zur Produktion gebracht,2024-02-11 17:01:47,Noah Becker,74.23,P,90.0,Firma16,Lager C,Lager E
035,Ware hergestellt,2024-02-11 17:41:47,Max Mustermann,61.4,P,70.0,Firma12,Lager A,Lager D
035,Ware verpackt,2024-02-11 18:33:47,Max Mustermann,8.43,P,75.0,Firma11,Lager D,Lager B
035,Ware versandt,2024-02-11 19:06:47,Emma Weber,23.93,P,80.0,Firma13,Lager H,Lager G
036,Auftrag eingegangen,2024-02-11 16:31:47,Emilia Wagner,43.34,P,75.0,Firma5,Lager J,Lager J
036,Ware aus Lager geholt,2024-02-11 17:21:47,Jan Becker,7.41,P,90.0,Firma19,Lager A,Lager H
036,Ware zum Versand vorbereitet,2024-02-11 18:13:47,Luca Huber,87.69,P,150.0,Firma19,Lager H,Lager H
036,Ware versandt,2024-02-11 18:58:47,Noah Becker,37.8,P,75.0,Firma9,Lager C,Lager H
037,Auftrag eingegangen,2024-02-11 16:31:47,Sophia Lang,99.57,P,80.0,Firma1,Lager D,Lager C
037,Ware zur Produktion gebracht,2024-02-11 17:23:47,Sarah Schmidt,23.52,P,110.0,Firma19,Lager I,Lager C
037,Ware hergestellt,2024-02-11 17:24:47,Lena Mueller,71.99,P,140.0,Firma20,Lager C,Lager C
037,Ware verpackt,2024-02-11 18:14:47,Timo Wagner,37.6,P,140.0,Firma20,Lager D,Lager D
037,Ware versandt,2024-02-11 18:28:47,Hannah Meyer,20.19,P,95.0,Firma13,Lager C,Lager A
038,Auftrag eingegangen,2024-02-11 16:31:47,Lisa Schulz,78.96,P,70.0,Firma15,Lager C,Lager G
038,Ware aus Lager geholt,2024-02-11 17:13:47,Emma Weber,63.65,P,110.0,Firma17,Lager D,Lager J
038,Ware zum Versand vorbereitet,2024-02-11 17:25:47,Lena Mueller,83.67,P,150.0,Firma12,Lager B,Lager A
038,Ware versandt,2024-02-11 17:51:47,Lisa Mueller,79.78,P,110.0,Firma6,Lager F,Lager I
039,Auftrag eingegangen,2024-02-11 16:31:47,Hannah Meyer,71.78,P,140.0,Firma16,Lager J,Lager C
039,Ware aus Lager geholt,2024-02-11 17:07:47,Luca Huber,75.69,P,90.0,Firma7,Lager G,Lager I
039,Ware zum Versand vorbereitet,2024-02-11 18:07:47,Lisa Mueller,23.71,P,100.0,Firma15,Lager A,Lager D
039,Ware versandt,2024-02-11 18:54:47,Jan Becker,73.63,P,120.0,Firma6,Lager E,Lager I
040,Auftrag eingegangen,2024-02-11 16:31:47,Hannah Meyer,34.83,P,120.0,Firma16,Lager F,Lager I
040,Ware aus Lager geholt,2024-02-11 16:35:47,Jan Becker,71.97,P,110.0,Firma8,Lager D,Lager A
040,Ware zum Versand vorbereitet,2024-02-11 17:13:47,Jan Becker,99.4,P,130.0,Firma17,Lager F,Lager D
040,Ware versandt,2024-02-11 17:22:47,Lisa Schulz,81.24,P,100.0,Firma16,Lager I,Lager F
041,Auftrag eingegangen,2024-02-11 16:31:47,Paul Zimmer,49.42,P,110.0,Firma5,Lager E,Lager I
041,Ware zur Produktion gebracht,2024-02-11 17:07:47,Nico Schmidt,73.76,P,75.0,Firma13,Lager C,Lager J
041,Ware hergestellt,2024-02-11 17:56:47,Max Mustermann,16.98,P,110.0,Firma6,Lager A,Lager J
041,Ware verpackt,2024-02-11 18:17:47,Leonie Richter,9.21,P,110.0,Firma3,Lager J,Lager G
041,Ware versandt,2024-02-11 18:44:47,David Meyer,18.14,P,100.0,Firma19,Lager J,Lager H
042,Auftrag eingegangen,2024-02-11 16:31:47,Nico Schmidt,64.06,P,80.0,Firma12,Lager E,Lager H
042,Ware aus Lager geholt,2024-02-11 17:31:47,Paul Zimmer,78.25,P,95.0,Firma12,Lager G,Lager E
042,Ware zum Versand vorbereitet,2024-02-11 18:13:47,Paul Zimmer,7.09,P,110.0,Firma19,Lager J,Lager J
042,Ware versandt,2024-02-11 18:36:47,Timo Wagner,75.99,P,90.0,Firma20,Lager D,Lager A
043,Auftrag eingegangen,2024-02-11 16:31:47,Timo Wagner,47.43,P,95.0,Firma19,Lager F,Lager C
043,Ware zur Produktion gebracht,2024-02-11 17:06:47,David Meyer,85.48,P,70.0,Firma14,Lager I,Lager G
043,Ware hergestellt,2024-02-11 17:52:47,Emma Weber,22.38,P,110.0,Firma7,Lager J,Lager C
043,Ware verpackt,2024-02-11 18:05:47,Luca Huber,14.01,P,120.0,Firma17,Lager I,Lager J
043,Ware versandt,2024-02-11 19:02:47,Lisa Schulz,78.69,P,75.0,Firma7,Lager A,Lager H
044,Auftrag eingegangen,2024-02-11 16:31:47,Hannah Meyer,96.81,P,100.0,Firma8,Lager B,Lager B
044,Ware aus Lager geholt,2024-02-11 17:05:47,Hannah Meyer,20.87,P,110.0,Firma3,Lager D,Lager B
044,Ware zum Versand vorbereitet,2024-02-11 17:23:47,Lisa Mueller,15.28,P,75.0,Firma14,Lager H,Lager A
044,Ware versandt,2024-02-11 17:32:47,Sarah Schmidt,12.82,P,85.0,Firma16,Lager A,Lager B
045,Auftrag eingegangen,2024-02-11 16:31:47,Paul Zimmer,95.41,P,110.0,Firma20,Lager H,Lager B
045,Ware aus Lager geholt,2024-02-11 17:29:47,Mia Schmitt,67.65,P,110.0,Firma11,Lager A,Lager H
045,Ware zum Versand vorbereitet,2024-02-11 17:44:47,Hannah Meyer,48.08,P,100.0,Firma11,Lager J,Lager F
045,Ware versandt,2024-02-11 18:13:47,David Meyer,96.88,P,150.0,Firma20,Lager H,Lager F
046,Auftrag eingegangen,2024-02-11 16:31:47,Emma Weber,16.09,P,120.0,Firma13,Lager I,Lager D
046,Ware aus Lager geholt,2024-02-11 17:25:47,Jonas Richter,96.57,P,90.0,Firma18,Lager D,Lager G
046,Ware zum Versand vorbereitet,2024-02-11 18:18:47,Sophia Lang,13.68,P,110.0,Firma15,Lager F,Lager J
046,Ware versandt,2024-02-11 18:29:47,Lisa Mueller,85.28,P,130.0,Firma6,Lager B,Lager J
047,Auftrag eingegangen,2024-02-11 16:31:47,Sarah Schmidt,62.75,P,150.0,Firma17,Lager A,Lager B
047,Ware zur Produktion gebracht,2024-02-11 16:48:47,Laura Fischer,47.09,P,75.0,Firma1,Lager I,Lager G
047,Ware hergestellt,2024-02-11 17:11:47,Nico Schmidt,26.53,P,110.0,Firma4,Lager A,Lager F
047,Ware verpackt,2024-02-11 17:20:47,Leonie Richter,62.71,P,130.0,Firma7,Lager G,Lager E
047,Ware versandt,2024-02-11 18:03:47,Nico Schmidt,98.38,P,110.0,Firma3,Lager F,Lager F
048,Auftrag eingegangen,2024-02-11 16:31:47,Emma Weber,23.06,P,95.0,Firma13,Lager D,Lager C
048,Ware zur Produktion gebracht,2024-02-11 16:35:47,David Meyer,17.08,P,95.0,Firma3,Lager J,Lager C
048,Ware hergestellt,2024-02-11 16:39:47,David Meyer,48.48,P,150.0,Firma9,Lager E,Lager E
048,Ware verpackt,2024-02-11 17:26:47,Lisa Mueller,14.6,P,150.0,Firma10,Lager F,Lager G
048,Ware versandt,2024-02-11 17:57:47,Noah Becker,52.33,P,70.0,Firma18,Lager G,Lager C
049,Auftrag eingegangen,2024-02-11 16:31:47,Mia Schmitt,96.4,P,100.0,Firma19,Lager B,Lager E
049,Ware zur Produktion gebracht,2024-02-11 16:52:47,Jan Becker,51.75,P,120.0,Firma12,Lager B,Lager G
049,Ware hergestellt,2024-02-11 17:25:47,Luca Huber,71.91,P,140.0,Firma18,Lager D,Lager I
049,Ware verpackt,2024-02-11 17:49:47,Lisa Mueller,41.95,P,80.0,Firma5,Lager H,Lager I
049,Ware versandt,2024-02-11 18:23:47,Lisa Mueller,24.38,P,100.0,Firma18,Lager E,Lager E
050,Auftrag eingegangen,2024-02-11 16:31:47,Lena Mueller,52.97,P,150.0,Firma8,Lager B,Lager J
050,Ware aus Lager geholt,2024-02-11 16:35:47,Mia Schmitt,59.66,P,110.0,Firma13,Lager C,Lager I
050,Ware zum Versand vorbereitet,2024-02-11 16:36:47,Max Mustermann,74.34,P,75.0,Firma5,Lager C,Lager C
050,Ware versandt,2024-02-11 17:15:47,Jonas Richter,21.36,P,140.0,Firma11,Lager C,Lager E
051,Auftrag eingegangen,2024-02-11 16:31:47,Emilia Wagner,96.49,P,80.0,Firma11,Lager E,Lager C
051,Ware aus Lager geholt,2024-02-11 16:33:47,Sophia Lang,33.38,P,85.0,Firma10,Lager H,Lager H
051,Ware zum Versand vorbereitet,2024-02-11 16:49:47,Laura Fischer,35.1,P,100.0,Firma12,Lager E,Lager H
051,Ware versandt,2024-02-11 17:37:47,Paul Zimmer,36.54,P,70.0,Firma8,Lager H,Lager I
052,Auftrag eingegangen,2024-02-11 16:31:47,Sarah Schmidt,26.69,P,120.0,Firma6,Lager B,Lager B
052,Ware aus Lager geholt,2024-02-11 16:38:47,Nico Schmidt,83.65,P,110.0,Firma11,Lager J,Lager C
052,Ware zum Versand vorbereitet,2024-02-11 17:33:47,Hannah Meyer,83.82,P,80.0,Firma16,Lager J,Lager J
052,Ware versandt,2024-02-11 17:59:47,Jonas Richter,63.84,P,100.0,Firma20,Lager C,Lager F
