Fallnummer,Aktivität,Zeitstempel,Abteilung,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Ort
003,Ware verpacken,2024-03-05 20:55:56,Lager,Jonas Richter,"4,68",Hitachi,Produkt D,"70,0",Lager C
003,Gewicht prüfen,2024-03-05 21:46:56,Qualitätskontrolle,Emilia Wagner,"1,55",Hitachi,Produkt D,"70,0",Lager C
003,Anzahl der Artikel überprüfen,2024-03-05 22:08:56,Qualitätskontrolle,Noah Becker,"3,94",Hitachi,Produkt D,"70,0",Lager C
003,Verpackung prüfen,2024-03-05 22:32:56,Qualitätskontrolle,Hannah Meyer,"3,78",Hitachi,Produkt D,"70,0",Lager C
003,Paket zur Warenausgabe bringen,2024-03-05 23:05:56,Warenausgang,Luca Huber,"6,4",Hitachi,Produkt D,"70,0",Warenausgabe 1
003,Paket an Kunde übergeben,2024-03-05 23:40:56,Warenausgang,Emma Weber,"2,5",Hitachi,Produkt D,"70,0",Warenausgabe 1
003,Bestellstatus im System ändern,2024-03-06 00:22:56,Warenausgang,Sophia Lang,"1,73",Hitachi,Produkt D,"70,0",online
004,Kunden-Daten aufnehmen,2024-03-05 11:45:56,Auftragsannahme,Lena Mueller,"2,35",PepsiCo,Produkt M,"95,0",Schalter
004,Kunden-Daten in System übertragen,2024-03-05 12:34:56,Auftragsannahme,Lisa Schulz,"1,52",PepsiCo,Produkt M,"95,0",online
004,Zahlvorgang abschließen,2024-03-05 12:41:56,Auftragsannahme,Lena Mueller,"2,19",PepsiCo,Produkt M,"95,0",Schalter
004,Bestellung im System eintragen,2024-03-05 13:41:56,Auftragsannahme,Timo Wagner,"6,84",PepsiCo,Produkt M,"95,0",online
004,Lagerbestand überprüfen,2024-03-05 14:15:56,Bestandsverwaltung,Jan Becker,"7,9",PepsiCo,Produkt M,"95,0",online
004,Auftragsabwicklung im System starten,2024-03-05 14:45:56,Bestandsverwaltung,Lisa Mueller,"4,48",PepsiCo,Produkt M,"95,0",online
004,Artikel zusammenstellen,2024-03-05 14:47:56,Lager,Jonas Richter,"9,75",PepsiCo,Produkt M,"95,0",Lager B
004,Ware verpacken,2024-03-05 14:59:56,Lager,Mia Schmitt,"6,12",PepsiCo,Produkt M,"95,0",Lager C
004,Gewicht prüfen,2024-03-05 15:05:56,Qualitätskontrolle,Hannah Meyer,"1,62",PepsiCo,Produkt M,"95,0",Lager C
004,Anzahl der Artikel überprüfen,2024-03-05 15:46:56,Qualitätskontrolle,Noah Becker,"2,1",PepsiCo,Produkt M,"95,0",Lager C
004,Verpackung prüfen,2024-03-05 16:33:56,Qualitätskontrolle,Emilia Wagner,"2,55",PepsiCo,Produkt M,"95,0",Lager C
004,Fehler im System eintragen,2024-03-05 16:54:56,Qualitätskontrolle,Emilia Wagner,"7,03",PepsiCo,Produkt M,"95,0",online
004,Bestandsverwaltung informieren,2024-03-05 17:21:56,Qualitätskontrolle,Hannah Meyer,"2,87",PepsiCo,Produkt M,"95,0",online
004,Lagerbestand überprüfen,2024-03-05 17:41:56,Bestandsverwaltung,Paul Zimmer,"5,78",PepsiCo,Produkt M,"95,0",online
004,Auftragsabwicklung im System starten,2024-03-05 18:13:56,Bestandsverwaltung,Jan Becker,"4,98",PepsiCo,Produkt M,"95,0",online
004,Artikel zusammenstellen,2024-03-05 18:18:56,Lager,Jonas Richter,"8,46",PepsiCo,Produkt M,"95,0",Lager C
004,Ware verpacken,2024-03-05 18:39:56,Lager,Mia Schmitt,"6,22",PepsiCo,Produkt M,"95,0",Lager C
004,Gewicht prüfen,2024-03-05 19:37:56,Qualitätskontrolle,Emilia Wagner,"2,69",PepsiCo,Produkt M,"95,0",Lager C
004,Anzahl der Artikel überprüfen,2024-03-05 19:58:56,Qualitätskontrolle,Emilia Wagner,"3,55",PepsiCo,Produkt M,"95,0",Lager C
004,Verpackung prüfen,2024-03-05 20:09:56,Qualitätskontrolle,Emilia Wagner,"2,68",PepsiCo,Produkt M,"95,0",Lager C
004,Informationen an Transporteur übermitteln,2024-03-05 20:34:56,Warenausgang,Leonie Richter,"4,87",PepsiCo,Produkt M,"95,0",online
004,Paket an Transporteur übergeben,2024-03-05 21:20:56,Warenausgang,Luca Huber,"7,77",PepsiCo,Produkt M,"95,0",Warenausgabe 3
004,Bestellstatus im System ändern,2024-03-05 21:48:56,Warenausgang,Leonie Richter,"2,93",PepsiCo,Produkt M,"95,0",online
005,Kunden-Daten aufnehmen,2024-03-05 11:45:56,Auftragsannahme,Lisa Schulz,"3,29",Bayer,Produkt J,"75,0",Schalter
005,Kunden-Daten in System übertragen,2024-03-05 12:14:56,Auftragsannahme,Lena Mueller,"2,25",Bayer,Produkt J,"75,0",online
005,Rechnungsadesse aufnehmen,2024-03-05 12:55:56,Auftragsannahme,Timo Wagner,"1,5",Bayer,Produkt J,"75,0",Schalter
005,Rechnungsadesse im System eintragen,2024-03-05 13:45:56,Auftragsannahme,Max Mustermann,"2,06",Bayer,Produkt J,"75,0",online
005,Bestellung im System eintragen,2024-03-05 13:48:56,Auftragsannahme,Timo Wagner,"8,25",Bayer,Produkt J,"75,0",online
005,Lagerbestand überprüfen,2024-03-05 13:55:56,Bestandsverwaltung,Laura Fischer,"7,37",Bayer,Produkt J,"75,0",online
005,Artikel bestellen,2024-03-05 14:25:56,Bestandsverwaltung,Nico Schmidt,"6,24",Bayer,Produkt J,"75,0",online
005,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-05 15:05:56,Bestandsverwaltung,Jan Becker,"2,97",Bayer,Produkt J,"75,0",online
005,Auftragsabwicklung im System starten,2024-03-05 15:42:56,Bestandsverwaltung,Laura Fischer,"4,64",Bayer,Produkt J,"75,0",online
005,Artikel zusammenstellen,2024-03-05 16:06:56,Lager,Jonas Richter,"13,22",Bayer,Produkt J,"75,0",Lager B
005,Ware verpacken,2024-03-05 16:36:56,Lager,Mia Schmitt,"5,08",Bayer,Produkt J,"75,0",Lager C
005,Gewicht prüfen,2024-03-05 16:51:56,Qualitätskontrolle,Hannah Meyer,"1,96",Bayer,Produkt J,"75,0",Lager C
005,Anzahl der Artikel überprüfen,2024-03-05 17:15:56,Qualitätskontrolle,Emilia Wagner,"4,92",Bayer,Produkt J,"75,0",Lager C
005,Verpackung prüfen,2024-03-05 17:54:56,Qualitätskontrolle,Noah Becker,"2,29",Bayer,Produkt J,"75,0",Lager C
005,Fehler im System eintragen,2024-03-05 18:47:56,Qualitätskontrolle,Emilia Wagner,"5,59",Bayer,Produkt J,"75,0",online
005,Bestandsverwaltung informieren,2024-03-05 19:35:56,Qualitätskontrolle,Emilia Wagner,"3,97",Bayer,Produkt J,"75,0",online
005,Lagerbestand überprüfen,2024-03-05 19:39:56,Bestandsverwaltung,Laura Fischer,"4,72",Bayer,Produkt J,"75,0",online
005,Auftragsabwicklung im System starten,2024-03-05 20:20:56,Bestandsverwaltung,Paul Zimmer,"3,79",Bayer,Produkt J,"75,0",online
005,Artikel zusammenstellen,2024-03-05 20:35:56,Lager,Jonas Richter,"12,43",Bayer,Produkt J,"75,0",Lager A
005,Ware verpacken,2024-03-05 21:02:56,Lager,Mia Schmitt,"3,08",Bayer,Produkt J,"75,0",Lager C
005,Gewicht prüfen,2024-03-05 21:30:56,Qualitätskontrolle,Noah Becker,"2,29",Bayer,Produkt J,"75,0",Lager C
005,Anzahl der Artikel überprüfen,2024-03-05 21:56:56,Qualitätskontrolle,Emilia Wagner,"3,68",Bayer,Produkt J,"75,0",Lager C
005,Verpackung prüfen,2024-03-05 22:00:56,Qualitätskontrolle,Hannah Meyer,"2,23",Bayer,Produkt J,"75,0",Lager C
005,Paket zur Warenausgabe bringen,2024-03-05 22:15:56,Warenausgang,Sophia Lang,"8,33",Bayer,Produkt J,"75,0",Warenausgabe 2
005,Paket an Kunde übergeben,2024-03-05 22:59:56,Warenausgang,Luca Huber,"2,64",Bayer,Produkt J,"75,0",Warenausgabe 2
005,Bestellstatus im System ändern,2024-03-05 23:08:56,Warenausgang,Emma Weber,"2,29",Bayer,Produkt J,"75,0",online
006,Kunden-Daten aufnehmen,2024-03-05 11:45:56,Auftragsannahme,Max Mustermann,"3,96",Airbus,Produkt G,"95,0",Schalter
006,Kunden-Daten in System übertragen,2024-03-05 11:46:56,Auftragsannahme,Sarah Schmidt,"1,4",Airbus,Produkt G,"95,0",online
006,Zahlvorgang abschließen,2024-03-05 12:13:56,Auftragsannahme,Max Mustermann,"2,06",Airbus,Produkt G,"95,0",Schalter
006,Bestellung im System eintragen,2024-03-05 12:53:56,Auftragsannahme,Lisa Schulz,"7,58",Airbus,Produkt G,"95,0",online
006,Lagerbestand überprüfen,2024-03-05 13:53:56,Bestandsverwaltung,Jan Becker,"4,03",Airbus,Produkt G,"95,0",online
006,Auftragsabwicklung im System starten,2024-03-05 13:55:56,Bestandsverwaltung,Jan Becker,"5,2",Airbus,Produkt G,"95,0",online
006,Artikel zusammenstellen,2024-03-05 14:55:56,Lager,Mia Schmitt,"11,99",Airbus,Produkt G,"95,0",Lager A
006,Versicherungs-Bescheinigung dazulegen,2024-03-05 15:43:56,Lager,Jonas Richter,"1,18",Airbus,Produkt G,"95,0",Lager C
006,Ware verpacken,2024-03-05 16:17:56,Lager,Jonas Richter,"4,99",Airbus,Produkt G,"95,0",Lager C
006,Gewicht prüfen,2024-03-05 16:29:56,Qualitätskontrolle,Noah Becker,"2,09",Airbus,Produkt G,"95,0",Lager C
006,Anzahl der Artikel überprüfen,2024-03-05 17:24:56,Qualitätskontrolle,Emilia Wagner,"3,09",Airbus,Produkt G,"95,0",Lager C
006,Verpackung prüfen,2024-03-05 17:40:56,Qualitätskontrolle,Noah Becker,"3,81",Airbus,Produkt G,"95,0",Lager C
006,Paket zur Warenausgabe bringen,2024-03-05 18:08:56,Warenausgang,Emma Weber,"4,6",Airbus,Produkt G,"95,0",Warenausgabe 1
006,Zahlungsabwicklung durchführen,2024-03-05 18:26:56,Warenausgang,Luca Huber,"2,14",Airbus,Produkt G,"95,0",Warenausgabe 1
006,Paket an Kunde übergeben,2024-03-05 19:20:56,Warenausgang,Sophia Lang,"2,55",Airbus,Produkt G,"95,0",Warenausgabe 1
006,Bestellstatus im System ändern,2024-03-05 19:42:56,Warenausgang,Leonie Richter,"1,98",Airbus,Produkt G,"95,0",online
007,Kunden-Daten aufnehmen,2024-03-05 11:45:56,Auftragsannahme,Timo Wagner,"2,46",General Electric,Produkt M,"95,0",Schalter
007,Kunden-Daten in System übertragen,2024-03-05 12:17:56,Auftragsannahme,Timo Wagner,"2,17",General Electric,Produkt M,"95,0",online
007,Zahlvorgang abschließen,2024-03-05 13:17:56,Auftragsannahme,Sarah Schmidt,"2,06",General Electric,Produkt M,"95,0",Schalter
007,Bestellung im System eintragen,2024-03-05 13:44:56,Auftragsannahme,Sarah Schmidt,"4,93",General Electric,Produkt M,"95,0",online
007,Lagerbestand überprüfen,2024-03-05 13:48:56,Bestandsverwaltung,Lisa Mueller,"4,65",General Electric,Produkt M,"95,0",online
007,Artikel bestellen,2024-03-05 14:34:56,Bestandsverwaltung,Nico Schmidt,"8,82",General Electric,Produkt M,"95,0",online
007,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-05 14:53:56,Bestandsverwaltung,Lisa Mueller,"1,17",General Electric,Produkt M,"95,0",online
007,Auftragsabwicklung im System starten,2024-03-05 15:42:56,Bestandsverwaltung,Laura Fischer,"4,36",General Electric,Produkt M,"95,0",online
007,Artikel zusammenstellen,2024-03-05 16:21:56,Lager,Jonas Richter,"12,83",General Electric,Produkt M,"95,0",Lager B
007,Ware verpacken,2024-03-05 17:02:56,Lager,Mia Schmitt,"4,44",General Electric,Produkt M,"95,0",Lager C
007,Gewicht prüfen,2024-03-05 17:27:56,Qualitätskontrolle,Emilia Wagner,"2,38",General Electric,Produkt M,"95,0",Lager C
007,Anzahl der Artikel überprüfen,2024-03-05 18:25:56,Qualitätskontrolle,Noah Becker,"3,37",General Electric,Produkt M,"95,0",Lager C
007,Verpackung prüfen,2024-03-05 19:07:56,Qualitätskontrolle,Noah Becker,"3,21",General Electric,Produkt M,"95,0",Lager C
007,Fehler im System eintragen,2024-03-05 19:48:56,Qualitätskontrolle,Noah Becker,"6,5",General Electric,Produkt M,"95,0",online
007,Bestandsverwaltung informieren,2024-03-05 20:19:56,Qualitätskontrolle,Emilia Wagner,"3,11",General Electric,Produkt M,"95,0",online
007,Lagerbestand überprüfen,2024-03-05 21:06:56,Bestandsverwaltung,Laura Fischer,"4,05",General Electric,Produkt M,"95,0",online
007,Auftragsabwicklung im System starten,2024-03-05 21:33:56,Bestandsverwaltung,Nico Schmidt,"4,69",General Electric,Produkt M,"95,0",online
007,Artikel zusammenstellen,2024-03-05 22:01:56,Lager,Mia Schmitt,"11,44",General Electric,Produkt M,"95,0",Lager A
007,Ware verpacken,2024-03-05 22:21:56,Lager,Jonas Richter,"5,81",General Electric,Produkt M,"95,0",Lager C
007,Gewicht prüfen,2024-03-05 23:00:56,Qualitätskontrolle,Hannah Meyer,"2,24",General Electric,Produkt M,"95,0",Lager C
007,Anzahl der Artikel überprüfen,2024-03-05 23:26:56,Qualitätskontrolle,Hannah Meyer,"2,64",General Electric,Produkt M,"95,0",Lager C
007,Verpackung prüfen,2024-03-05 23:51:56,Qualitätskontrolle,Noah Becker,"2,95",General Electric,Produkt M,"95,0",Lager C
007,Paket zur Warenausgabe bringen,2024-03-06 00:28:56,Warenausgang,Luca Huber,"5,29",General Electric,Produkt M,"95,0",Warenausgabe 1
007,Paket an Kunde übergeben,2024-03-06 00:32:56,Warenausgang,Emma Weber,"2,32",General Electric,Produkt M,"95,0",Warenausgabe 1
007,Bestellstatus im System ändern,2024-03-06 00:45:56,Warenausgang,Luca Huber,"1,29",General Electric,Produkt M,"95,0",online
008,Kunden-Daten aufnehmen,2024-03-05 11:45:56,Auftragsannahme,Sarah Schmidt,"3,74",Airbus,Produkt C,"80,0",Schalter
008,Kunden-Daten in System übertragen,2024-03-05 12:31:56,Auftragsannahme,Sarah Schmidt,"1,76",Airbus,Produkt C,"80,0",online
008,Zahlvorgang abschließen,2024-03-05 13:16:56,Auftragsannahme,Sarah Schmidt,"2,8",Airbus,Produkt C,"80,0",Schalter
008,Bestellung im System eintragen,2024-03-05 13:48:56,Auftragsannahme,Sarah Schmidt,"6,44",Airbus,Produkt C,"80,0",online
008,Lagerbestand überprüfen,2024-03-05 14:45:56,Bestandsverwaltung,Paul Zimmer,"3,0",Airbus,Produkt C,"80,0",online
008,Artikel bestellen,2024-03-05 15:25:56,Bestandsverwaltung,Laura Fischer,"6,02",Airbus,Produkt C,"80,0",online
008,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-05 15:42:56,Bestandsverwaltung,Lisa Mueller,"1,95",Airbus,Produkt C,"80,0",online
008,Auftragsabwicklung im System starten,2024-03-05 15:45:56,Bestandsverwaltung,Laura Fischer,"4,03",Airbus,Produkt C,"80,0",online
008,Artikel zusammenstellen,2024-03-05 16:14:56,Lager,Mia Schmitt,"12,18",Airbus,Produkt C,"80,0",Lager C
008,Versicherungs-Bescheinigung dazulegen,2024-03-05 16:28:56,Lager,Mia Schmitt,"1,95",Airbus,Produkt C,"80,0",Lager C
008,Ware verpacken,2024-03-05 16:53:56,Lager,Mia Schmitt,"3,29",Airbus,Produkt C,"80,0",Lager C
008,Gewicht prüfen,2024-03-05 17:34:56,Qualitätskontrolle,Hannah Meyer,"2,57",Airbus,Produkt C,"80,0",Lager C
008,Anzahl der Artikel überprüfen,2024-03-05 18:20:56,Qualitätskontrolle,Noah Becker,"3,17",Airbus,Produkt C,"80,0",Lager C
008,Verpackung prüfen,2024-03-05 18:34:56,Qualitätskontrolle,Hannah Meyer,"3,46",Airbus,Produkt C,"80,0",Lager C
008,Informationen an Transporteur übermitteln,2024-03-05 19:08:56,Warenausgang,Emma Weber,"5,16",Airbus,Produkt C,"80,0",online
008,Paket an Transporteur übergeben,2024-03-05 19:54:56,Warenausgang,Sophia Lang,"9,04",Airbus,Produkt C,"80,0",Warenausgabe 3
008,Bestellstatus im System ändern,2024-03-05 20:27:56,Warenausgang,Leonie Richter,"1,63",Airbus,Produkt C,"80,0",online
009,Vollständigkeit der Daten prüfen,2024-03-05 11:45:56,Auftragsannahme,Max Mustermann,"6,66",Procter & Gamble,Produkt L,"140,0",online
009,Fehlende Daten ermitteln,2024-03-05 12:35:56,Auftragsannahme,Max Mustermann,"5,09",Procter & Gamble,Produkt L,"140,0",online
009,Kunden bzgl. fehlender Daten anschreiben,2024-03-05 13:03:56,Auftragsannahme,Lisa Schulz,"6,73",Procter & Gamble,Produkt L,"140,0",online
009,Bestellung im System eintragen,2024-03-05 13:22:56,Auftragsannahme,Lisa Schulz,"6,06",Procter & Gamble,Produkt L,"140,0",online
009,Lagerbestand überprüfen,2024-03-05 13:48:56,Bestandsverwaltung,Nico Schmidt,"4,48",Procter & Gamble,Produkt L,"140,0",online
009,Auftragsabwicklung im System starten,2024-03-05 14:27:56,Bestandsverwaltung,Nico Schmidt,"3,94",Procter & Gamble,Produkt L,"140,0",online
009,Artikel zusammenstellen,2024-03-05 14:47:56,Lager,Mia Schmitt,"13,43",Procter & Gamble,Produkt L,"140,0",Lager C
009,Ware verpacken,2024-03-05 14:59:56,Lager,Mia Schmitt,"3,36",Procter & Gamble,Produkt L,"140,0",Lager C
009,Gewicht prüfen,2024-03-05 15:01:56,Qualitätskontrolle,Hannah Meyer,"1,39",Procter & Gamble,Produkt L,"140,0",Lager C
009,Anzahl der Artikel überprüfen,2024-03-05 15:27:56,Qualitätskontrolle,Emilia Wagner,"2,88",Procter & Gamble,Produkt L,"140,0",Lager C
009,Verpackung prüfen,2024-03-05 15:34:56,Qualitätskontrolle,Emilia Wagner,"3,34",Procter & Gamble,Produkt L,"140,0",Lager C
009,Fehler im System eintragen,2024-03-05 16:07:56,Qualitätskontrolle,Noah Becker,"6,02",Procter & Gamble,Produkt L,"140,0",online
009,Bestandsverwaltung informieren,2024-03-05 16:33:56,Qualitätskontrolle,Hannah Meyer,"2,08",Procter & Gamble,Produkt L,"140,0",online
009,Lagerbestand überprüfen,2024-03-05 17:06:56,Bestandsverwaltung,Jan Becker,"2,55",Procter & Gamble,Produkt L,"140,0",online
009,Auftragsabwicklung im System starten,2024-03-05 17:26:56,Bestandsverwaltung,Nico Schmidt,"3,1",Procter & Gamble,Produkt L,"140,0",online
009,Artikel zusammenstellen,2024-03-05 17:56:56,Lager,Jonas Richter,"12,44",Procter & Gamble,Produkt L,"140,0",Lager A
009,Ware verpacken,2024-03-05 18:40:56,Lager,Mia Schmitt,"5,51",Procter & Gamble,Produkt L,"140,0",Lager C
009,Gewicht prüfen,2024-03-05 19:05:56,Qualitätskontrolle,Emilia Wagner,"2,56",Procter & Gamble,Produkt L,"140,0",Lager C
009,Anzahl der Artikel überprüfen,2024-03-05 19:38:56,Qualitätskontrolle,Noah Becker,"3,67",Procter & Gamble,Produkt L,"140,0",Lager C
009,Verpackung prüfen,2024-03-05 20:15:56,Qualitätskontrolle,Emilia Wagner,"2,64",Procter & Gamble,Produkt L,"140,0",Lager C
009,Informationen an Transporteur übermitteln,2024-03-05 20:36:56,Warenausgang,Emma Weber,"2,85",Procter & Gamble,Produkt L,"140,0",online
009,Paket an Transporteur übergeben,2024-03-05 21:26:56,Warenausgang,Sophia Lang,"8,2",Procter & Gamble,Produkt L,"140,0",Warenausgabe 3
009,Bestellstatus im System ändern,2024-03-05 21:48:56,Warenausgang,Emma Weber,"1,29",Procter & Gamble,Produkt L,"140,0",online
010,Kunden-Daten aufnehmen,2024-03-05 11:45:56,Auftragsannahme,Lisa Schulz,"2,13",Mitsubishi Electric,Produkt D,"70,0",Schalter
010,Kunden-Daten in System übertragen,2024-03-05 12:41:56,Auftragsannahme,Lisa Schulz,"1,05",Mitsubishi Electric,Produkt D,"70,0",online
010,Zahlvorgang abschließen,2024-03-05 13:29:56,Auftragsannahme,Lena Mueller,"2,59",Mitsubishi Electric,Produkt D,"70,0",Schalter
010,Bestellung im System eintragen,2024-03-05 13:49:56,Auftragsannahme,Lena Mueller,"7,7",Mitsubishi Electric,Produkt D,"70,0",online
010,Lagerbestand überprüfen,2024-03-05 14:24:56,Bestandsverwaltung,Nico Schmidt,"7,76",Mitsubishi Electric,Produkt D,"70,0",online
010,Auftragsabwicklung im System starten,2024-03-05 15:09:56,Bestandsverwaltung,Paul Zimmer,"3,5",Mitsubishi Electric,Produkt D,"70,0",online
