Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
007,Rechnung versendet,01/12/2019 12:15:00,Emilia Wagner,71.12,Produkt J,75.0,Firma12,Lager I,Lager F
003,Marketingaktion durchgeführt,01/12/2019 12:16:00,Hannah Meyer,50.77,Produkt M,95.0,Firma8,Lager C,Lager B
002,Qualitätskontrolle durchgeführt,01/12/2019 12:17:00,Laura Fischer,53.04,Produkt F,110.0,Firma20,Lager E,Lager H
001,Ware gelagert,01/12/2019 12:18:00,Paul Zimmer,20.61,Produkt I,90.0,Firma3,Lager C,Lager F
001,Angebot erstellt,01/12/2019 12:19:00,Noah Becker,37.2,Produkt B,120.0,Firma5,Lager B,Lager E
009,Marketingaktion durchgeführt,01/12/2019 12:20:00,Emilia Wagner,7.41,Produkt R,130.0,Firma17,Lager C,Lager B
010,Ware beim Kunden angekommen,01/12/2019 12:21:00,Sophia Lang,98.47,Produkt T,85.0,Firma7,Lager A,Lager F
005,Ware entsorgt,01/12/2019 12:22:00,Max Mustermann,41.66,Produkt F,110.0,Firma12,Lager G,Lager H
006,Ware gelagert,01/12/2019 12:23:00,Leonie Richter,11.2,Produkt P,100.0,Firma8,Lager F,Lager J
003,Rechnung erstellt,01/12/2019 12:24:00,Lisa Schulz,35.09,Produkt C,80.0,Firma8,Lager E,Lager D
004,Kundensupport angefragt,01/12/2019 12:25:00,Mia Schmitt,61.55,Produkt S,90.0,Firma10,Lager D,Lager I
006,Bestellung aufgenommen,01/12/2019 12:26:00,Laura Fischer,80.25,Produkt P,100.0,Firma3,Lager B,Lager D
001,Lieferanten kontaktiert,01/12/2019 12:27:00,Sarah Schmidt,94.84,Produkt D,70.0,Firma9,Lager G,Lager J
007,Rechnung bezahlt,01/12/2019 12:28:00,Lisa Schulz,96.18,Produkt D,70.0,Firma6,Lager G,Lager J
005,Produktionsplanung erstellt,01/12/2019 12:29:00,Hannah Meyer,66.65,Produkt M,95.0,Firma16,Lager C,Lager G
002,Ware beim Kunden angekommen,01/12/2019 12:30:00,Mia Schmitt,43.0,Produkt N,75.0,Firma3,Lager A,Lager J
010,Ware versandt,01/12/2019 12:31:00,Lisa Mueller,86.81,Produkt L,140.0,Firma2,Lager H,Lager D
005,Ware wiederverkauft,01/12/2019 12:32:00,Mia Schmitt,32.8,Produkt D,70.0,Firma3,Lager C,Lager D
009,Werbekampagne gestartet,01/12/2019 12:33:00,Noah Becker,47.16,Produkt B,120.0,Firma11,Lager G,Lager A
009,Kundensupport angefragt,01/12/2019 12:34:00,Nico Schmidt,41.15,Produkt Q,110.0,Firma13,Lager I,Lager G
002,Zahlung erhalten,01/12/2019 12:35:00,Lisa Mueller,34.95,Produkt R,130.0,Firma14,Lager D,Lager I
010,Rechnung erstellt,01/12/2019 12:36:00,Sarah Schmidt,80.74,Produkt O,120.0,Firma8,Lager D,Lager J
004,Marketingaktion durchgeführt,01/12/2019 12:37:00,Emilia Wagner,41.87,Produkt E,150.0,Firma6,Lager F,Lager F
002,Marketingaktion durchgeführt,01/12/2019 12:38:00,Lena Mueller,40.46,Produkt R,130.0,Firma19,Lager F,Lager G
007,Auftrag eingegangen,01/12/2019 12:39:00,David Meyer,91.42,Produkt H,130.0,Firma16,Lager H,Lager H
004,Rückverfolgbarkeitsprüfung,01/12/2019 12:40:00,Lisa Mueller,80.3,Produkt F,110.0,Firma12,Lager B,Lager I
007,Rückverfolgbarkeitsprüfung,01/12/2019 12:41:00,Hannah Meyer,5.99,Produkt P,100.0,Firma9,Lager G,Lager E
009,Auftrag eingegangen,01/12/2019 12:42:00,Lisa Mueller,9.14,Produkt T,85.0,Firma20,Lager I,Lager F
010,Verpackungsmaterial bestellt,01/12/2019 12:43:00,Paul Zimmer,77.61,Produkt E,150.0,Firma8,Lager F,Lager H
005,Personal geschult,01/12/2019 12:44:00,Mia Schmitt,63.14,Produkt J,75.0,Firma9,Lager J,Lager D
005,Lieferanten kontaktiert,01/12/2019 12:45:00,Lisa Schulz,95.93,Produkt G,95.0,Firma3,Lager E,Lager D
005,Bestellung aufgenommen,01/12/2019 12:46:00,Timo Wagner,19.13,Produkt L,140.0,Firma6,Lager G,Lager E
007,Qualitätskontrolle durchgeführt,01/12/2019 12:47:00,Laura Fischer,57.91,Produkt A,100.0,Firma4,Lager J,Lager H
002,Angebot erstellt,01/12/2019 12:48:00,Hannah Meyer,33.96,Produkt K,110.0,Firma4,Lager D,Lager I
007,Preisverhandlungen geführt,01/12/2019 12:49:00,David Meyer,40.26,Produkt Q,110.0,Firma3,Lager B,Lager C
007,Kundensupport angefragt,01/12/2019 12:50:00,Noah Becker,52.88,Produkt N,75.0,Firma13,Lager J,Lager J
008,Kundensupport angefragt,01/12/2019 12:51:00,Mia Schmitt,15.54,Produkt H,130.0,Firma8,Lager E,Lager J
001,Ware aus Lager geholt,01/12/2019 12:52:00,Lena Mueller,33.82,Produkt G,95.0,Firma9,Lager D,Lager F
002,Bestellung aufgenommen,01/12/2019 12:53:00,Luca Huber,22.22,Produkt F,110.0,Firma2,Lager B,Lager D
009,Ware umgeladen,01/12/2019 12:54:00,Laura Fischer,30.39,Produkt L,140.0,Firma12,Lager J,Lager G
001,Ware zum Versand vorbereitet,01/12/2019 12:55:00,Lisa Schulz,38.19,Produkt L,140.0,Firma11,Lager C,Lager I
005,Verpackungsmaterial bestellt,01/12/2019 12:56:00,Leonie Richter,66.61,Produkt C,80.0,Firma2,Lager B,Lager B
006,Produktionsplanung erstellt,01/12/2019 12:57:00,Lena Mueller,17.68,Produkt N,75.0,Firma7,Lager C,Lager E
003,Ware beim Kunden angekommen,01/12/2019 12:58:00,Leonie Richter,95.07,Produkt H,130.0,Firma11,Lager A,Lager J
009,Rechnung erstellt,01/12/2019 12:59:00,Emma Weber,52.95,Produkt F,110.0,Firma6,Lager F,Lager E
008,Qualitätskontrolle durchgeführt,01/12/2019 13:00:00,Noah Becker,46.99,Produkt D,70.0,Firma12,Lager I,Lager J
007,Verpackungsmaterial bestellt,01/12/2019 13:01:00,Sophia Lang,26.75,Produkt S,90.0,Firma12,Lager F,Lager J
004,Ware hergestellt,01/12/2019 13:02:00,Emilia Wagner,29.06,Produkt J,75.0,Firma14,Lager C,Lager E
003,Qualitätskontrolle durchgeführt,01/12/2019 13:03:00,Sophia Lang,84.28,Produkt E,150.0,Firma11,Lager J,Lager G
004,Rechnung versendet,01/12/2019 13:04:00,Lisa Mueller,6.94,Produkt F,110.0,Firma13,Lager B,Lager G
003,Reparatur durchgeführt,01/12/2019 13:05:00,Luca Huber,56.31,Produkt K,110.0,Firma19,Lager C,Lager G
010,Rückverfolgbarkeitsprüfung,01/12/2019 13:06:00,Laura Fischer,57.34,Produkt M,95.0,Firma9,Lager G,Lager G
001,Ware versandt,01/12/2019 13:07:00,Jan Becker,60.95,Produkt R,130.0,Firma12,Lager H,Lager C
005,Qualitätskontrolle durchgeführt,01/12/2019 13:08:00,David Meyer,78.84,Produkt C,80.0,Firma20,Lager H,Lager J
002,Rechnung bezahlt,01/12/2019 13:09:00,Sophia Lang,59.8,Produkt H,130.0,Firma8,Lager B,Lager A
007,Ware hergestellt,01/12/2019 13:10:00,Jan Becker,28.72,Produkt F,110.0,Firma12,Lager C,Lager E
005,Marketingaktion durchgeführt,01/12/2019 13:11:00,Timo Wagner,69.65,Produkt Q,110.0,Firma14,Lager G,Lager G
002,Werbekampagne gestartet,01/12/2019 13:12:00,Timo Wagner,77.36,Produkt F,110.0,Firma11,Lager J,Lager B
007,Ware gelagert,01/12/2019 13:13:00,Lena Mueller,26.86,Produkt J,75.0,Firma6,Lager J,Lager H
002,Ware verpackt,01/12/2019 13:14:00,Sophia Lang,93.96,Produkt M,95.0,Firma15,Lager A,Lager F
005,Ware aus Lager geholt,01/12/2019 13:15:00,Sophia Lang,47.12,Produkt E,150.0,Firma17,Lager D,Lager D
002,Ware zum Versand vorbereitet,01/12/2019 13:16:00,Nico Schmidt,49.61,Produkt O,120.0,Firma18,Lager I,Lager D
006,Rechnung bezahlt,01/12/2019 13:17:00,Timo Wagner,83.16,Produkt L,140.0,Firma9,Lager B,Lager E
008,Ware retourniert,01/12/2019 13:18:00,Sarah Schmidt,80.17,Produkt M,95.0,Firma17,Lager A,Lager D
001,Marketingaktion durchgeführt,01/12/2019 13:19:00,Hannah Meyer,52.23,Produkt A,100.0,Firma15,Lager H,Lager J
004,Angebot erstellt,01/12/2019 13:20:00,Jonas Richter,64.64,Produkt G,95.0,Firma11,Lager B,Lager B
006,Marketingaktion durchgeführt,01/12/2019 13:21:00,Noah Becker,52.32,Produkt M,95.0,Firma6,Lager G,Lager H
007,Ware zum Versand vorbereitet,01/12/2019 13:22:00,Mia Schmitt,61.89,Produkt B,120.0,Firma19,Lager C,Lager F
010,Rechnung bezahlt,01/12/2019 13:23:00,Jonas Richter,89.62,Produkt H,130.0,Firma17,Lager C,Lager J
002,Kundensupport angefragt,01/12/2019 13:24:00,David Meyer,12.08,Produkt O,120.0,Firma14,Lager C,Lager D
010,Ware retourniert,01/12/2019 13:25:00,David Meyer,49.75,Produkt C,80.0,Firma15,Lager B,Lager J
002,Rückverfolgbarkeitsprüfung,01/12/2019 13:26:00,Noah Becker,97.24,Produkt J,75.0,Firma8,Lager C,Lager G
006,Personal geschult,01/12/2019 13:27:00,Jan Becker,31.99,Produkt E,150.0,Firma5,Lager B,Lager J
004,Ware gelagert,01/12/2019 13:28:00,Noah Becker,7.77,Produkt R,130.0,Firma18,Lager A,Lager B
008,Werbekampagne gestartet,01/12/2019 13:29:00,Nico Schmidt,76.23,Produkt D,70.0,Firma6,Lager D,Lager I
001,Qualitätskontrolle durchgeführt,01/12/2019 13:30:00,Leonie Richter,72.77,Produkt S,90.0,Firma11,Lager H,Lager F
004,Ware verpackt,01/12/2019 13:31:00,Lisa Mueller,78.93,Produkt D,70.0,Firma4,Lager D,Lager F
003,Kundensupport angefragt,01/12/2019 13:32:00,Max Mustermann,29.97,Produkt I,90.0,Firma17,Lager A,Lager D
004,Ware beim Kunden angekommen,01/12/2019 13:33:00,Lisa Schulz,58.61,Produkt G,95.0,Firma3,Lager C,Lager D
005,Rechnung bezahlt,01/12/2019 13:34:00,Emma Weber,59.17,Produkt H,130.0,Firma2,Lager B,Lager B
006,Ware retourniert,01/12/2019 13:35:00,Lisa Schulz,36.41,Produkt A,100.0,Firma4,Lager C,Lager D
008,Zahlung erhalten,01/12/2019 13:36:00,Sarah Schmidt,32.05,Produkt B,120.0,Firma15,Lager G,Lager C
003,Rückverfolgbarkeitsprüfung,01/12/2019 13:37:00,Emilia Wagner,54.81,Produkt K,110.0,Firma12,Lager H,Lager C
006,Ware aus Lager geholt,01/12/2019 13:38:00,Timo Wagner,66.25,Produkt P,100.0,Firma13,Lager B,Lager C
007,Vertragsverhandlungen geführt,01/12/2019 13:39:00,Nico Schmidt,49.1,Produkt F,110.0,Firma13,Lager H,Lager H
009,Vertragsverhandlungen geführt,01/12/2019 13:40:00,Lena Mueller,58.38,Produkt O,120.0,Firma19,Lager D,Lager H
006,Ware versandt,01/12/2019 13:41:00,Emma Weber,75.73,Produkt L,140.0,Firma11,Lager H,Lager H
004,Rechnung bezahlt,01/12/2019 13:42:00,Timo Wagner,28.92,Produkt C,80.0,Firma1,Lager A,Lager B
004,Lieferanten kontaktiert,01/12/2019 13:43:00,Laura Fischer,95.96,Produkt D,70.0,Firma7,Lager E,Lager D
004,Preisverhandlungen geführt,01/12/2019 13:44:00,Lisa Schulz,62.3,Produkt J,75.0,Firma1,Lager F,Lager D
001,Bestellung aufgenommen,01/12/2019 13:45:00,Lisa Mueller,25.7,Produkt A,100.0,Firma1,Lager C,Lager D
004,Verpackungsmaterial bestellt,01/12/2019 13:46:00,Emilia Wagner,78.77,Produkt F,110.0,Firma14,Lager F,Lager E
008,Ware aus Lager geholt,01/12/2019 13:47:00,Jonas Richter,50.31,Produkt T,85.0,Firma14,Lager I,Lager F
009,Ware retourniert,01/12/2019 13:48:00,Jonas Richter,48.2,Produkt P,100.0,Firma2,Lager F,Lager J
001,Preisverhandlungen geführt,01/12/2019 13:49:00,Sarah Schmidt,83.64,Produkt K,110.0,Firma9,Lager J,Lager C
010,Marketingaktion durchgeführt,01/12/2019 13:50:00,Lena Mueller,69.27,Produkt R,130.0,Firma9,Lager C,Lager I
001,Rechnung erstellt,01/12/2019 13:51:00,Timo Wagner,29.27,Produkt O,120.0,Firma14,Lager A,Lager G
001,Rechnung bezahlt,01/12/2019 13:52:00,Lisa Schulz,96.25,Produkt T,85.0,Firma17,Lager F,Lager A
010,Ware hergestellt,01/12/2019 13:53:00,Lena Mueller,37.55,Produkt P,100.0,Firma9,Lager J,Lager D
003,Angebot erstellt,01/12/2019 13:54:00,Leonie Richter,15.02,Produkt M,95.0,Firma20,Lager H,Lager H
009,Preisverhandlungen geführt,01/12/2019 13:55:00,Lena Mueller,71.81,Produkt B,120.0,Firma10,Lager C,Lager B
009,Ware beim Kunden angekommen,01/12/2019 13:56:00,Mia Schmitt,15.28,Produkt F,110.0,Firma17,Lager C,Lager F
004,Ware umgeladen,01/12/2019 13:57:00,Paul Zimmer,6.74,Produkt G,95.0,Firma7,Lager D,Lager J
004,Vertragsverhandlungen geführt,01/12/2019 13:58:00,Sarah Schmidt,8.53,Produkt I,90.0,Firma14,Lager F,Lager D
008,Reparatur durchgeführt,01/12/2019 13:59:00,Laura Fischer,12.61,Produkt B,120.0,Firma19,Lager E,Lager C
004,Ware zum Versand vorbereitet,01/12/2019 14:00:00,Noah Becker,51.52,Produkt H,130.0,Firma18,Lager F,Lager I
006,Vertragsverhandlungen geführt,01/12/2019 14:01:00,Laura Fischer,75.98,Produkt S,90.0,Firma16,Lager B,Lager G
006,Rechnung erstellt,01/12/2019 14:02:00,Lisa Schulz,16.24,Produkt A,100.0,Firma12,Lager B,Lager C
003,Lieferanten kontaktiert,01/12/2019 14:03:00,Timo Wagner,78.03,Produkt B,120.0,Firma12,Lager B,Lager G
004,Werbekampagne gestartet,01/12/2019 14:04:00,Sophia Lang,29.35,Produkt L,140.0,Firma10,Lager G,Lager A
006,Ware wiederverkauft,01/12/2019 14:05:00,Sophia Lang,66.45,Produkt J,75.0,Firma20,Lager F,Lager D
009,Rückverfolgbarkeitsprüfung,01/12/2019 14:06:00,David Meyer,72.86,Produkt C,80.0,Firma3,Lager A,Lager D
004,Bestellung aufgenommen,01/12/2019 14:07:00,Lena Mueller,35.62,Produkt G,95.0,Firma13,Lager D,Lager D
006,Ware verpackt,01/12/2019 14:08:00,Paul Zimmer,92.49,Produkt N,75.0,Firma8,Lager B,Lager B
003,Bestellung aufgenommen,01/12/2019 14:09:00,Mia Schmitt,5.57,Produkt P,100.0,Firma17,Lager J,Lager A
009,Verpackungsmaterial bestellt,01/12/2019 14:10:00,Max Mustermann,57.44,Produkt K,110.0,Firma19,Lager G,Lager F
003,Ware umgeladen,01/12/2019 14:11:00,David Meyer,53.96,Produkt R,130.0,Firma12,Lager B,Lager B
006,Angebot erstellt,01/12/2019 14:12:00,Lena Mueller,11.94,Produkt B,120.0,Firma2,Lager J,Lager E
002,Personal geschult,01/12/2019 14:13:00,Jan Becker,43.97,Produkt A,100.0,Firma15,Lager F,Lager C
009,Ware wiederverkauft,01/12/2019 14:14:00,Leonie Richter,13.04,Produkt M,95.0,Firma19,Lager J,Lager C
002,Ware umgeladen,01/12/2019 14:15:00,Paul Zimmer,48.19,Produkt T,85.0,Firma15,Lager D,Lager D
005,Ware versandt,01/12/2019 14:16:00,Laura Fischer,60.23,Produkt P,100.0,Firma10,Lager G,Lager B
009,Personal geschult,01/12/2019 14:17:00,Paul Zimmer,90.26,Produkt C,80.0,Firma17,Lager I,Lager G
003,Preisverhandlungen geführt,01/12/2019 14:18:00,Jan Becker,51.86,Produkt N,75.0,Firma14,Lager G,Lager F
002,Reparatur durchgeführt,01/12/2019 14:19:00,Lisa Mueller,77.26,Produkt I,90.0,Firma15,Lager G,Lager J
008,Vertragsverhandlungen geführt,01/12/2019 14:20:00,Paul Zimmer,85.83,Produkt E,150.0,Firma6,Lager I,Lager J
007,Ware aus Lager geholt,01/12/2019 14:21:00,Emma Weber,18.78,Produkt P,100.0,Firma2,Lager A,Lager F
003,Werbekampagne gestartet,01/12/2019 14:22:00,Nico Schmidt,84.69,Produkt P,100.0,Firma14,Lager I,Lager I
002,Ware retourniert,01/12/2019 14:23:00,Luca Huber,80.5,Produkt F,110.0,Firma3,Lager G,Lager G
007,Ware zur Produktion gebracht,01/12/2019 14:24:00,Hannah Meyer,62.32,Produkt K,110.0,Firma14,Lager G,Lager J
001,Auftrag eingegangen,01/12/2019 14:25:00,Nico Schmidt,27.31,Produkt J,75.0,Firma5,Lager E,Lager G
006,Qualitätskontrolle durchgeführt,01/12/2019 14:26:00,Sophia Lang,17.49,Produkt D,70.0,Firma14,Lager I,Lager B
009,Ware zur Produktion gebracht,01/12/2019 14:27:00,Emma Weber,79.62,Produkt M,95.0,Firma2,Lager F,Lager E
008,Preisverhandlungen geführt,01/12/2019 14:28:00,Leonie Richter,75.05,Produkt D,70.0,Firma20,Lager J,Lager J
001,Ware hergestellt,01/12/2019 14:29:00,Emma Weber,65.08,Produkt E,150.0,Firma19,Lager D,Lager G
002,Preisverhandlungen geführt,01/12/2019 14:30:00,Laura Fischer,9.73,Produkt F,110.0,Firma13,Lager E,Lager H
008,Ware gelagert,01/12/2019 14:31:00,Luca Huber,29.62,Produkt L,140.0,Firma7,Lager G,Lager F
005,Reparatur durchgeführt,01/12/2019 14:32:00,David Meyer,45.5,Produkt H,130.0,Firma1,Lager F,Lager E
001,Personal geschult,01/12/2019 14:33:00,Emma Weber,77.73,Produkt M,95.0,Firma6,Lager C,Lager C
004,Personal geschult,01/12/2019 14:34:00,Lisa Schulz,35.73,Produkt R,130.0,Firma20,Lager C,Lager E
