Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
005,Angebot erstellt,01/12/2019 14:26:00,Emilia Wagner,85.78,Produkt L,140.0,Firma15,Lager H,Lager C
010,Ware verpackt,01/12/2019 14:27:00,Sarah Schmidt,58.74,Produkt O,120.0,Firma5,Lager F,Lager I
006,Zahlung erhalten,01/12/2019 14:28:00,Hannah Meyer,86.47,Produkt L,140.0,Firma5,Lager A,Lager G
010,Qualitätskontrolle durchgeführt,01/12/2019 14:29:00,Emma Weber,23.05,Produkt C,80.0,Firma9,Lager C,Lager C
002,Ware verpackt,01/12/2019 14:30:00,Max Mustermann,7.22,Produkt Q,110.0,Firma3,Lager F,Lager B
002,Angebot erstellt,01/12/2019 14:31:00,David Meyer,91.03,Produkt M,95.0,Firma19,Lager E,Lager H
003,Ware verpackt,01/12/2019 14:32:00,Mia Schmitt,90.46,Produkt J,75.0,Firma17,Lager A,Lager E
002,Auftrag eingegangen,01/12/2019 14:33:00,Lisa Mueller,14.4,Produkt T,85.0,Firma11,Lager H,Lager A
003,Ware aus Lager geholt,01/12/2019 14:34:00,Laura Fischer,71.69,Produkt P,100.0,Firma11,Lager A,Lager E
004,Ware zur Produktion gebracht,01/12/2019 14:35:00,Timo Wagner,15.89,Produkt H,130.0,Firma17,Lager A,Lager F
005,Ware verpackt,01/12/2019 14:36:00,Lisa Schulz,66.17,Produkt E,150.0,Firma1,Lager B,Lager D
004,Rückverfolgbarkeitsprüfung,01/12/2019 14:37:00,Emma Weber,54.95,Produkt C,80.0,Firma20,Lager F,Lager G
005,Ware verpackt,01/12/2019 14:38:00,Lisa Schulz,98.12,Produkt G,95.0,Firma8,Lager E,Lager D
010,Qualitätskontrolle durchgeführt,01/12/2019 14:39:00,Laura Fischer,76.05,Produkt E,150.0,Firma6,Lager A,Lager H
004,Produktionsplanung erstellt,01/12/2019 14:40:00,Max Mustermann,33.34,Produkt G,95.0,Firma11,Lager A,Lager J
006,Ware gelagert,01/12/2019 14:41:00,Sophia Lang,99.14,Produkt P,100.0,Firma4,Lager F,Lager J
003,Ware entsorgt,01/12/2019 14:42:00,David Meyer,53.28,Produkt Q,110.0,Firma5,Lager E,Lager J
006,Rechnung versendet,01/12/2019 14:43:00,Noah Becker,33.75,Produkt L,140.0,Firma4,Lager F,Lager I
004,Ware gelagert,01/12/2019 14:44:00,David Meyer,15.42,Produkt L,140.0,Firma20,Lager B,Lager C
006,Ware hergestellt,01/12/2019 14:45:00,Nico Schmidt,57.35,Produkt T,85.0,Firma20,Lager G,Lager A
001,Angebot erstellt,01/12/2019 14:46:00,Noah Becker,49.99,Produkt D,70.0,Firma8,Lager C,Lager D
006,Auftrag eingegangen,01/12/2019 14:47:00,Leonie Richter,56.66,Produkt P,100.0,Firma6,Lager C,Lager H
002,Werbekampagne gestartet,01/12/2019 14:48:00,Timo Wagner,51.22,Produkt B,120.0,Firma2,Lager D,Lager C
002,Ware retourniert,01/12/2019 14:49:00,Sarah Schmidt,60.81,Produkt T,85.0,Firma8,Lager I,Lager A
005,Lieferanten kontaktiert,01/12/2019 14:50:00,Laura Fischer,97.81,Produkt I,90.0,Firma16,Lager F,Lager D
003,Angebot erstellt,01/12/2019 14:51:00,Laura Fischer,82.0,Produkt S,90.0,Firma6,Lager D,Lager D
008,Preisverhandlungen geführt,01/12/2019 14:52:00,Jonas Richter,28.39,Produkt M,95.0,Firma7,Lager D,Lager F
002,Marketingaktion durchgeführt,01/12/2019 14:53:00,Timo Wagner,46.85,Produkt E,150.0,Firma7,Lager J,Lager B
008,Ware verpackt,01/12/2019 14:54:00,Nico Schmidt,95.44,Produkt M,95.0,Firma15,Lager D,Lager D
005,Ware umgeladen,01/12/2019 14:55:00,Lena Mueller,66.62,Produkt M,95.0,Firma13,Lager G,Lager B
006,Ware aus Lager geholt,01/12/2019 14:56:00,Noah Becker,12.27,Produkt M,95.0,Firma7,Lager G,Lager G
007,Ware entsorgt,01/12/2019 14:57:00,Emilia Wagner,80.46,Produkt J,75.0,Firma20,Lager E,Lager E
003,Personal geschult,01/12/2019 14:58:00,Emma Weber,45.48,Produkt F,110.0,Firma4,Lager H,Lager G
008,Bestellung aufgenommen,01/12/2019 14:59:00,Lisa Mueller,78.6,Produkt F,110.0,Firma13,Lager H,Lager B
003,Qualitätskontrolle durchgeführt,01/12/2019 15:00:00,Luca Huber,35.63,Produkt A,100.0,Firma4,Lager I,Lager C
007,Bestellung aufgenommen,01/12/2019 15:01:00,Timo Wagner,41.49,Produkt L,140.0,Firma4,Lager D,Lager A
001,Personal geschult,01/12/2019 15:02:00,Lisa Schulz,30.5,Produkt S,90.0,Firma1,Lager B,Lager F
006,Ware verpackt,01/12/2019 15:03:00,Emma Weber,21.04,Produkt K,110.0,Firma5,Lager G,Lager B
003,Ware versandt,01/12/2019 15:04:00,Lena Mueller,82.95,Produkt H,130.0,Firma12,Lager I,Lager G
005,Ware wiederverkauft,01/12/2019 15:05:00,Sarah Schmidt,9.37,Produkt N,75.0,Firma12,Lager I,Lager A
010,Rückverfolgbarkeitsprüfung,01/12/2019 15:06:00,Lisa Schulz,92.31,Produkt M,95.0,Firma10,Lager J,Lager I
006,Reparatur durchgeführt,01/12/2019 15:07:00,Laura Fischer,57.73,Produkt P,100.0,Firma10,Lager D,Lager A
010,Verpackungsmaterial bestellt,01/12/2019 15:08:00,Hannah Meyer,62.71,Produkt Q,110.0,Firma5,Lager H,Lager G
002,Rechnung bezahlt,01/12/2019 15:09:00,Lena Mueller,78.38,Produkt D,70.0,Firma19,Lager B,Lager I
010,Ware gelagert,01/12/2019 15:10:00,Emma Weber,79.09,Produkt L,140.0,Firma10,Lager D,Lager G
003,Angebot erstellt,01/12/2019 15:11:00,Leonie Richter,86.77,Produkt B,120.0,Firma4,Lager I,Lager G
006,Bestellung aufgenommen,01/12/2019 15:12:00,Lisa Mueller,6.08,Produkt H,130.0,Firma19,Lager G,Lager G
002,Angebot erstellt,01/12/2019 15:13:00,Hannah Meyer,85.72,Produkt C,80.0,Firma12,Lager A,Lager B
005,Ware entsorgt,01/12/2019 15:14:00,Nico Schmidt,82.87,Produkt E,150.0,Firma10,Lager F,Lager D
008,Ware entsorgt,01/12/2019 15:15:00,Lena Mueller,51.3,Produkt B,120.0,Firma6,Lager H,Lager C
008,Vertragsverhandlungen geführt,01/12/2019 15:16:00,Sophia Lang,92.23,Produkt L,140.0,Firma16,Lager H,Lager H
001,Qualitätskontrolle durchgeführt,01/12/2019 15:17:00,Sarah Schmidt,56.53,Produkt G,95.0,Firma3,Lager I,Lager G
002,Preisverhandlungen geführt,01/12/2019 15:18:00,Lena Mueller,7.21,Produkt T,85.0,Firma19,Lager G,Lager F
008,Ware zum Versand vorbereitet,01/12/2019 15:19:00,Sarah Schmidt,33.83,Produkt H,130.0,Firma10,Lager J,Lager D
002,Produktionsplanung erstellt,01/12/2019 15:20:00,Emilia Wagner,73.09,Produkt H,130.0,Firma13,Lager B,Lager H
004,Bestellung aufgenommen,01/12/2019 15:21:00,Mia Schmitt,8.01,Produkt B,120.0,Firma1,Lager C,Lager F
007,Kundensupport angefragt,01/12/2019 15:22:00,Mia Schmitt,78.77,Produkt D,70.0,Firma17,Lager C,Lager F
009,Zahlung erhalten,01/12/2019 15:23:00,David Meyer,45.63,Produkt K,110.0,Firma6,Lager E,Lager H
005,Ware wiederverkauft,01/12/2019 15:24:00,David Meyer,10.59,Produkt T,85.0,Firma17,Lager D,Lager C
009,Ware entsorgt,01/12/2019 15:25:00,Jonas Richter,75.5,Produkt T,85.0,Firma17,Lager B,Lager B
004,Verpackungsmaterial bestellt,01/12/2019 15:26:00,Noah Becker,63.63,Produkt O,120.0,Firma16,Lager A,Lager J
007,Ware beim Kunden angekommen,01/12/2019 15:27:00,Nico Schmidt,32.62,Produkt M,95.0,Firma17,Lager E,Lager D
007,Personal geschult,01/12/2019 15:28:00,Lisa Schulz,27.99,Produkt H,130.0,Firma6,Lager H,Lager F
001,Auftrag eingegangen,01/12/2019 15:29:00,Emma Weber,28.93,Produkt T,85.0,Firma13,Lager J,Lager C
010,Ware aus Lager geholt,01/12/2019 15:30:00,Max Mustermann,25.67,Produkt A,100.0,Firma18,Lager I,Lager D
002,Vertragsverhandlungen geführt,01/12/2019 15:31:00,Noah Becker,96.68,Produkt P,100.0,Firma17,Lager D,Lager F
005,Werbekampagne gestartet,01/12/2019 15:32:00,David Meyer,84.39,Produkt K,110.0,Firma13,Lager F,Lager D
008,Rechnung bezahlt,01/12/2019 15:33:00,Emilia Wagner,16.72,Produkt J,75.0,Firma8,Lager D,Lager E
004,Ware verpackt,01/12/2019 15:34:00,Nico Schmidt,52.68,Produkt G,95.0,Firma9,Lager I,Lager I
004,Ware gelagert,01/12/2019 15:35:00,Sarah Schmidt,49.58,Produkt L,140.0,Firma14,Lager F,Lager C
008,Ware umgeladen,01/12/2019 15:36:00,Leonie Richter,22.18,Produkt A,100.0,Firma2,Lager J,Lager G
003,Preisverhandlungen geführt,01/12/2019 15:37:00,David Meyer,15.71,Produkt R,130.0,Firma7,Lager H,Lager B
