Fallnummer,Aktivität,Zeitstempel,Abteilung,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Ort
002,Gewicht prüfen,2024-03-05 14:27:05,Qualitätskontrolle,Hannah Meyer,"1,57",General Motors,Produkt J,"75,0",Lager C
002,Anzahl der Artikel überprüfen,2024-03-05 14:50:05,Qualitätskontrolle,Hannah Meyer,"2,06",General Motors,Produkt J,"75,0",Lager C
002,Verpackung prüfen,2024-03-05 15:28:05,Qualitätskontrolle,Hannah Meyer,"2,81",General Motors,Produkt J,"75,0",Lager C
002,Informationen an Transporteur übermitteln,2024-03-05 15:32:05,Warenausgang,Emma Weber,"2,81",General Motors,Produkt J,"75,0",online
002,Paket an Transporteur übergeben,2024-03-05 16:21:05,Warenausgang,Emma Weber,"10,31",General Motors,Produkt J,"75,0",Warenausgabe 3
002,Bestellstatus im System ändern,2024-03-05 17:06:05,Warenausgang,David Meyer,"2,32",General Motors,Produkt J,"75,0",online
003,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Max Mustermann,"2,09",Bayer,Produkt A,"100,0",Schalter
003,Kunden-Daten in System übertragen,2024-03-05 10:38:05,Auftragsannahme,Sarah Schmidt,"2,69",Bayer,Produkt A,"100,0",online
003,Zahlvorgang abschließen,2024-03-05 10:46:05,Auftragsannahme,Lisa Schulz,"2,36",Bayer,Produkt A,"100,0",Schalter
003,Bestellung im System eintragen,2024-03-05 10:53:05,Auftragsannahme,Timo Wagner,"5,4",Bayer,Produkt A,"100,0",online
003,Lagerbestand überprüfen,2024-03-05 10:57:05,Bestandsverwaltung,Laura Fischer,"4,95",Bayer,Produkt A,"100,0",online
003,Auftragsabwicklung im System starten,2024-03-05 11:20:05,Bestandsverwaltung,Lisa Mueller,"3,34",Bayer,Produkt A,"100,0",online
003,Artikel zusammenstellen,2024-03-05 12:18:05,Lager,Jonas Richter,"8,02",Bayer,Produkt A,"100,0",Lager C
003,Ware verpacken,2024-03-05 12:43:05,Lager,Jonas Richter,"3,15",Bayer,Produkt A,"100,0",Lager C
003,Gewicht prüfen,2024-03-05 12:50:05,Qualitätskontrolle,Emilia Wagner,"1,28",Bayer,Produkt A,"100,0",Lager C
003,Anzahl der Artikel überprüfen,2024-03-05 12:55:05,Qualitätskontrolle,Noah Becker,"3,86",Bayer,Produkt A,"100,0",Lager C
003,Verpackung prüfen,2024-03-05 13:25:05,Qualitätskontrolle,Hannah Meyer,"2,43",Bayer,Produkt A,"100,0",Lager C
003,Informationen an Transporteur übermitteln,2024-03-05 13:46:05,Warenausgang,Leonie Richter,"4,61",Bayer,Produkt A,"100,0",online
003,Paket an Transporteur übergeben,2024-03-05 13:52:05,Warenausgang,Sophia Lang,"6,46",Bayer,Produkt A,"100,0",Warenausgabe 3
003,Bestellstatus im System ändern,2024-03-05 14:13:05,Warenausgang,David Meyer,"2,56",Bayer,Produkt A,"100,0",online
004,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Max Mustermann,"3,86",Toyota,Produkt M,"95,0",Schalter
004,Kunden-Daten in System übertragen,2024-03-05 10:38:05,Auftragsannahme,Max Mustermann,"2,4",Toyota,Produkt M,"95,0",online
004,Zahlvorgang abschließen,2024-03-05 11:07:05,Auftragsannahme,Sarah Schmidt,"2,72",Toyota,Produkt M,"95,0",Schalter
004,Bestellung im System eintragen,2024-03-05 11:38:05,Auftragsannahme,Lisa Schulz,"8,79",Toyota,Produkt M,"95,0",online
004,Lagerbestand überprüfen,2024-03-05 11:43:05,Bestandsverwaltung,Paul Zimmer,"7,58",Toyota,Produkt M,"95,0",online
004,Auftragsabwicklung im System starten,2024-03-05 11:57:05,Bestandsverwaltung,Jan Becker,"4,35",Toyota,Produkt M,"95,0",online
004,Artikel zusammenstellen,2024-03-05 12:17:05,Lager,Mia Schmitt,"11,72",Toyota,Produkt M,"95,0",Lager C
004,Ware verpacken,2024-03-05 12:51:05,Lager,Mia Schmitt,"6,23",Toyota,Produkt M,"95,0",Lager C
004,Gewicht prüfen,2024-03-05 13:20:05,Qualitätskontrolle,Emilia Wagner,"2,32",Toyota,Produkt M,"95,0",Lager C
004,Anzahl der Artikel überprüfen,2024-03-05 13:57:05,Qualitätskontrolle,Hannah Meyer,"3,2",Toyota,Produkt M,"95,0",Lager C
004,Verpackung prüfen,2024-03-05 14:55:05,Qualitätskontrolle,Emilia Wagner,"3,04",Toyota,Produkt M,"95,0",Lager C
004,Paket zur Warenausgabe bringen,2024-03-05 15:43:05,Warenausgang,Leonie Richter,"4,02",Toyota,Produkt M,"95,0",Warenausgabe 2
004,Zahlungsabwicklung durchführen,2024-03-05 16:12:05,Warenausgang,Emma Weber,"2,59",Toyota,Produkt M,"95,0",Warenausgabe 2
004,Paket an Kunde übergeben,2024-03-05 16:29:05,Warenausgang,Luca Huber,"2,57",Toyota,Produkt M,"95,0",Warenausgabe 1
004,Bestellstatus im System ändern,2024-03-05 16:39:05,Warenausgang,Luca Huber,"2,31",Toyota,Produkt M,"95,0",online
005,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Sarah Schmidt,"2,14",Volkswagen,Produkt L,"140,0",Schalter
005,Kunden-Daten in System übertragen,2024-03-05 10:35:05,Auftragsannahme,Max Mustermann,"2,56",Volkswagen,Produkt L,"140,0",online
005,Zahlvorgang abschließen,2024-03-05 10:58:05,Auftragsannahme,Timo Wagner,"2,05",Volkswagen,Produkt L,"140,0",Schalter
005,Bestellung im System eintragen,2024-03-05 11:07:05,Auftragsannahme,Max Mustermann,"8,55",Volkswagen,Produkt L,"140,0",online
005,Lagerbestand überprüfen,2024-03-05 11:10:05,Bestandsverwaltung,Lisa Mueller,"5,12",Volkswagen,Produkt L,"140,0",online
005,Auftragsabwicklung im System starten,2024-03-05 11:12:05,Bestandsverwaltung,Nico Schmidt,"5,93",Volkswagen,Produkt L,"140,0",online
005,Artikel zusammenstellen,2024-03-05 11:44:05,Lager,Jonas Richter,"9,54",Volkswagen,Produkt L,"140,0",Lager B
005,Ware verpacken,2024-03-05 11:58:05,Lager,Jonas Richter,"4,66",Volkswagen,Produkt L,"140,0",Lager C
005,Gewicht prüfen,2024-03-05 12:19:05,Qualitätskontrolle,Noah Becker,"2,61",Volkswagen,Produkt L,"140,0",Lager C
005,Anzahl der Artikel überprüfen,2024-03-05 12:42:05,Qualitätskontrolle,Emilia Wagner,"2,94",Volkswagen,Produkt L,"140,0",Lager C
005,Verpackung prüfen,2024-03-05 12:51:05,Qualitätskontrolle,Hannah Meyer,"3,24",Volkswagen,Produkt L,"140,0",Lager C
005,Informationen an Transporteur übermitteln,2024-03-05 13:36:05,Warenausgang,Sophia Lang,"3,67",Volkswagen,Produkt L,"140,0",online
005,Paket an Transporteur übergeben,2024-03-05 14:20:05,Warenausgang,Emma Weber,"6,17",Volkswagen,Produkt L,"140,0",Warenausgabe 3
005,Bestellstatus im System ändern,2024-03-05 15:19:05,Warenausgang,Leonie Richter,"1,54",Volkswagen,Produkt L,"140,0",online
006,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Sarah Schmidt,"3,44",Intel,Produkt H,"130,0",Schalter
006,Kunden-Daten in System übertragen,2024-03-05 10:49:05,Auftragsannahme,Lisa Schulz,"2,64",Intel,Produkt H,"130,0",online
006,Zahlvorgang abschließen,2024-03-05 11:27:05,Auftragsannahme,Timo Wagner,"2,3",Intel,Produkt H,"130,0",Schalter
006,Bestellung im System eintragen,2024-03-05 12:06:05,Auftragsannahme,Lena Mueller,"6,16",Intel,Produkt H,"130,0",online
006,Lagerbestand überprüfen,2024-03-05 12:43:05,Bestandsverwaltung,Jan Becker,"4,83",Intel,Produkt H,"130,0",online
006,Auftragsabwicklung im System starten,2024-03-05 13:13:05,Bestandsverwaltung,Lisa Mueller,"5,58",Intel,Produkt H,"130,0",online
006,Artikel zusammenstellen,2024-03-05 13:44:05,Lager,Jonas Richter,"13,92",Intel,Produkt H,"130,0",Lager A
006,Ware verpacken,2024-03-05 14:15:05,Lager,Mia Schmitt,"6,13",Intel,Produkt H,"130,0",Lager C
006,Gewicht prüfen,2024-03-05 14:41:05,Qualitätskontrolle,Emilia Wagner,"2,48",Intel,Produkt H,"130,0",Lager C
006,Anzahl der Artikel überprüfen,2024-03-05 15:22:05,Qualitätskontrolle,Noah Becker,"4,33",Intel,Produkt H,"130,0",Lager C
006,Verpackung prüfen,2024-03-05 15:30:05,Qualitätskontrolle,Noah Becker,"3,19",Intel,Produkt H,"130,0",Lager C
006,Informationen an Transporteur übermitteln,2024-03-05 16:09:05,Warenausgang,David Meyer,"2,99",Intel,Produkt H,"130,0",online
006,Paket an Transporteur übergeben,2024-03-05 17:09:05,Warenausgang,Luca Huber,"11,84",Intel,Produkt H,"130,0",Warenausgabe 3
006,Bestellstatus im System ändern,2024-03-05 17:28:05,Warenausgang,Sophia Lang,"1,91",Intel,Produkt H,"130,0",online
007,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Timo Wagner,"3,86",Sony,Produkt D,"70,0",Schalter
007,Kunden-Daten in System übertragen,2024-03-05 10:35:05,Auftragsannahme,Sarah Schmidt,"1,56",Sony,Produkt D,"70,0",online
007,Zahlvorgang abschließen,2024-03-05 11:11:05,Auftragsannahme,Lena Mueller,"2,8",Sony,Produkt D,"70,0",Schalter
007,Bestellung im System eintragen,2024-03-05 11:56:05,Auftragsannahme,Lisa Schulz,"6,71",Sony,Produkt D,"70,0",online
007,Lagerbestand überprüfen,2024-03-05 12:47:05,Bestandsverwaltung,Paul Zimmer,"2,69",Sony,Produkt D,"70,0",online
007,Auftragsabwicklung im System starten,2024-03-05 13:44:05,Bestandsverwaltung,Laura Fischer,"4,35",Sony,Produkt D,"70,0",online
007,Artikel zusammenstellen,2024-03-05 13:54:05,Lager,Mia Schmitt,"14,03",Sony,Produkt D,"70,0",Lager A
007,Ware verpacken,2024-03-05 14:21:05,Lager,Mia Schmitt,"5,22",Sony,Produkt D,"70,0",Lager C
007,Gewicht prüfen,2024-03-05 14:35:05,Qualitätskontrolle,Noah Becker,"1,48",Sony,Produkt D,"70,0",Lager C
007,Anzahl der Artikel überprüfen,2024-03-05 14:54:05,Qualitätskontrolle,Hannah Meyer,"4,4",Sony,Produkt D,"70,0",Lager C
007,Verpackung prüfen,2024-03-05 15:40:05,Qualitätskontrolle,Emilia Wagner,"2,01",Sony,Produkt D,"70,0",Lager C
007,Paket zur Warenausgabe bringen,2024-03-05 15:50:05,Warenausgang,Sophia Lang,"6,34",Sony,Produkt D,"70,0",Warenausgabe 2
007,Zahlungsabwicklung durchführen,2024-03-05 16:03:05,Warenausgang,Luca Huber,"2,29",Sony,Produkt D,"70,0",Warenausgabe 2
007,Paket an Kunde übergeben,2024-03-05 16:55:05,Warenausgang,Emma Weber,"2,22",Sony,Produkt D,"70,0",Warenausgabe 1
007,Bestellstatus im System ändern,2024-03-05 17:15:05,Warenausgang,Emma Weber,"2,74",Sony,Produkt D,"70,0",online
008,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Lena Mueller,"2,63",Mitsubishi Electric,Produkt P,"100,0",Schalter
008,Kunden-Daten in System übertragen,2024-03-05 10:30:05,Auftragsannahme,Max Mustermann,"2,18",Mitsubishi Electric,Produkt P,"100,0",online
008,Zahlvorgang abschließen,2024-03-05 11:06:05,Auftragsannahme,Timo Wagner,"2,11",Mitsubishi Electric,Produkt P,"100,0",Schalter
008,Bestellung im System eintragen,2024-03-05 11:33:05,Auftragsannahme,Lisa Schulz,"8,44",Mitsubishi Electric,Produkt P,"100,0",online
008,Lagerbestand überprüfen,2024-03-05 12:23:05,Bestandsverwaltung,Paul Zimmer,"7,02",Mitsubishi Electric,Produkt P,"100,0",online
008,Auftragsabwicklung im System starten,2024-03-05 12:57:05,Bestandsverwaltung,Paul Zimmer,"5,31",Mitsubishi Electric,Produkt P,"100,0",online
008,Artikel zusammenstellen,2024-03-05 13:36:05,Lager,Jonas Richter,"9,97",Mitsubishi Electric,Produkt P,"100,0",Lager C
008,Ware verpacken,2024-03-05 14:24:05,Lager,Jonas Richter,"6,28",Mitsubishi Electric,Produkt P,"100,0",Lager C
008,Gewicht prüfen,2024-03-05 14:36:05,Qualitätskontrolle,Hannah Meyer,"1,19",Mitsubishi Electric,Produkt P,"100,0",Lager C
008,Anzahl der Artikel überprüfen,2024-03-05 15:08:05,Qualitätskontrolle,Emilia Wagner,"2,55",Mitsubishi Electric,Produkt P,"100,0",Lager C
008,Verpackung prüfen,2024-03-05 15:31:05,Qualitätskontrolle,Noah Becker,"3,54",Mitsubishi Electric,Produkt P,"100,0",Lager C
008,Paket zur Warenausgabe bringen,2024-03-05 15:33:05,Warenausgang,Luca Huber,"8,2",Mitsubishi Electric,Produkt P,"100,0",Warenausgabe 1
008,Paket an Kunde übergeben,2024-03-05 16:15:05,Warenausgang,Sophia Lang,"2,05",Mitsubishi Electric,Produkt P,"100,0",Warenausgabe 2
008,Bestellstatus im System ändern,2024-03-05 16:32:05,Warenausgang,Leonie Richter,"1,84",Mitsubishi Electric,Produkt P,"100,0",online
009,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Max Mustermann,"2,41",Boeing,Produkt E,"150,0",Schalter
009,Kunden-Daten in System übertragen,2024-03-05 10:19:05,Auftragsannahme,Sarah Schmidt,"1,44",Boeing,Produkt E,"150,0",online
009,Zahlvorgang abschließen,2024-03-05 11:10:05,Auftragsannahme,Sarah Schmidt,"2,96",Boeing,Produkt E,"150,0",Schalter
009,Bestellung im System eintragen,2024-03-05 11:37:05,Auftragsannahme,Timo Wagner,"7,36",Boeing,Produkt E,"150,0",online
009,Lagerbestand überprüfen,2024-03-05 12:24:05,Bestandsverwaltung,Paul Zimmer,"5,23",Boeing,Produkt E,"150,0",online
009,Auftragsabwicklung im System starten,2024-03-05 13:17:05,Bestandsverwaltung,Laura Fischer,"3,8",Boeing,Produkt E,"150,0",online
009,Artikel zusammenstellen,2024-03-05 14:16:05,Lager,Jonas Richter,"12,84",Boeing,Produkt E,"150,0",Lager C
009,Ware verpacken,2024-03-05 14:50:05,Lager,Mia Schmitt,"7,28",Boeing,Produkt E,"150,0",Lager C
009,Gewicht prüfen,2024-03-05 15:20:05,Qualitätskontrolle,Emilia Wagner,"1,06",Boeing,Produkt E,"150,0",Lager C
009,Anzahl der Artikel überprüfen,2024-03-05 16:01:05,Qualitätskontrolle,Hannah Meyer,"2,52",Boeing,Produkt E,"150,0",Lager C
009,Verpackung prüfen,2024-03-05 16:34:05,Qualitätskontrolle,Emilia Wagner,"3,3",Boeing,Produkt E,"150,0",Lager C
009,Paket zur Warenausgabe bringen,2024-03-05 16:35:05,Warenausgang,Leonie Richter,"5,12",Boeing,Produkt E,"150,0",Warenausgabe 2
009,Zahlungsabwicklung durchführen,2024-03-05 17:24:05,Warenausgang,Leonie Richter,"2,06",Boeing,Produkt E,"150,0",Warenausgabe 1
009,Paket an Kunde übergeben,2024-03-05 17:51:05,Warenausgang,Leonie Richter,"2,51",Boeing,Produkt E,"150,0",Warenausgabe 2
009,Bestellstatus im System ändern,2024-03-05 18:24:05,Warenausgang,Leonie Richter,"1,93",Boeing,Produkt E,"150,0",online
010,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Sarah Schmidt,"2,84",Mitsubishi Electric,Produkt I,"90,0",Schalter
010,Kunden-Daten in System übertragen,2024-03-05 10:25:05,Auftragsannahme,Sarah Schmidt,"1,42",Mitsubishi Electric,Produkt I,"90,0",online
010,Zahlvorgang abschließen,2024-03-05 10:55:05,Auftragsannahme,Lisa Schulz,"2,42",Mitsubishi Electric,Produkt I,"90,0",Schalter
010,Bestellung im System eintragen,2024-03-05 11:25:05,Auftragsannahme,Lisa Schulz,"6,67",Mitsubishi Electric,Produkt I,"90,0",online
010,Lagerbestand überprüfen,2024-03-05 11:58:05,Bestandsverwaltung,Laura Fischer,"2,03",Mitsubishi Electric,Produkt I,"90,0",online
010,Auftragsabwicklung im System starten,2024-03-05 12:47:05,Bestandsverwaltung,Lisa Mueller,"5,27",Mitsubishi Electric,Produkt I,"90,0",online
010,Artikel zusammenstellen,2024-03-05 13:01:05,Lager,Mia Schmitt,"12,15",Mitsubishi Electric,Produkt I,"90,0",Lager C
010,Ware verpacken,2024-03-05 13:39:05,Lager,Jonas Richter,"7,51",Mitsubishi Electric,Produkt I,"90,0",Lager C
010,Gewicht prüfen,2024-03-05 14:23:05,Qualitätskontrolle,Noah Becker,"1,02",Mitsubishi Electric,Produkt I,"90,0",Lager C
010,Anzahl der Artikel überprüfen,2024-03-05 14:33:05,Qualitätskontrolle,Emilia Wagner,"4,52",Mitsubishi Electric,Produkt I,"90,0",Lager C
010,Verpackung prüfen,2024-03-05 15:23:05,Qualitätskontrolle,Noah Becker,"3,25",Mitsubishi Electric,Produkt I,"90,0",Lager C
010,Informationen an Transporteur übermitteln,2024-03-05 15:48:05,Warenausgang,Leonie Richter,"4,14",Mitsubishi Electric,Produkt I,"90,0",online
010,Paket an Transporteur übergeben,2024-03-05 15:59:05,Warenausgang,Sophia Lang,"9,65",Mitsubishi Electric,Produkt I,"90,0",Warenausgabe 3
010,Bestellstatus im System ändern,2024-03-05 16:37:05,Warenausgang,Leonie Richter,"1,49",Mitsubishi Electric,Produkt I,"90,0",online
011,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Max Mustermann,"3,39",Hitachi,Produkt C,"80,0",Schalter
011,Kunden-Daten in System übertragen,2024-03-05 10:36:05,Auftragsannahme,Max Mustermann,"2,25",Hitachi,Produkt C,"80,0",online
011,Zahlvorgang abschließen,2024-03-05 10:38:05,Auftragsannahme,Lena Mueller,"2,29",Hitachi,Produkt C,"80,0",Schalter
011,Bestellung im System eintragen,2024-03-05 10:46:05,Auftragsannahme,Max Mustermann,"5,32",Hitachi,Produkt C,"80,0",online
011,Lagerbestand überprüfen,2024-03-05 10:54:05,Bestandsverwaltung,Laura Fischer,"5,84",Hitachi,Produkt C,"80,0",online
011,Auftragsabwicklung im System starten,2024-03-05 11:02:05,Bestandsverwaltung,Lisa Mueller,"3,57",Hitachi,Produkt C,"80,0",online
011,Artikel zusammenstellen,2024-03-05 11:09:05,Lager,Jonas Richter,"14,52",Hitachi,Produkt C,"80,0",Lager C
011,Ware verpacken,2024-03-05 11:43:05,Lager,Mia Schmitt,"3,04",Hitachi,Produkt C,"80,0",Lager C
011,Gewicht prüfen,2024-03-05 12:03:05,Qualitätskontrolle,Hannah Meyer,"1,63",Hitachi,Produkt C,"80,0",Lager C
011,Anzahl der Artikel überprüfen,2024-03-05 12:54:05,Qualitätskontrolle,Emilia Wagner,"4,4",Hitachi,Produkt C,"80,0",Lager C
011,Verpackung prüfen,2024-03-05 12:57:05,Qualitätskontrolle,Noah Becker,"2,73",Hitachi,Produkt C,"80,0",Lager C
011,Paket zur Warenausgabe bringen,2024-03-05 13:08:05,Warenausgang,Leonie Richter,"7,49",Hitachi,Produkt C,"80,0",Warenausgabe 2
011,Paket an Kunde übergeben,2024-03-05 14:07:05,Warenausgang,Emma Weber,"2,58",Hitachi,Produkt C,"80,0",Warenausgabe 1
011,Bestellstatus im System ändern,2024-03-05 14:17:05,Warenausgang,Luca Huber,"2,87",Hitachi,Produkt C,"80,0",online
012,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Timo Wagner,"3,14",Intel,Produkt A,"100,0",Schalter
012,Kunden-Daten in System übertragen,2024-03-05 10:34:05,Auftragsannahme,Max Mustermann,"2,75",Intel,Produkt A,"100,0",online
012,Zahlvorgang abschließen,2024-03-05 11:17:05,Auftragsannahme,Lisa Schulz,"2,46",Intel,Produkt A,"100,0",Schalter
012,Bestellung im System eintragen,2024-03-05 11:57:05,Auftragsannahme,Lisa Schulz,"5,19",Intel,Produkt A,"100,0",online
012,Lagerbestand überprüfen,2024-03-05 12:13:05,Bestandsverwaltung,Nico Schmidt,"6,72",Intel,Produkt A,"100,0",online
012,Auftragsabwicklung im System starten,2024-03-05 12:17:05,Bestandsverwaltung,Laura Fischer,"5,33",Intel,Produkt A,"100,0",online
012,Artikel zusammenstellen,2024-03-05 13:05:05,Lager,Jonas Richter,"10,22",Intel,Produkt A,"100,0",Lager A
012,Ware verpacken,2024-03-05 13:47:05,Lager,Jonas Richter,"5,02",Intel,Produkt A,"100,0",Lager C
012,Gewicht prüfen,2024-03-05 13:58:05,Qualitätskontrolle,Noah Becker,"1,5",Intel,Produkt A,"100,0",Lager C
012,Anzahl der Artikel überprüfen,2024-03-05 14:16:05,Qualitätskontrolle,Noah Becker,"3,91",Intel,Produkt A,"100,0",Lager C
012,Verpackung prüfen,2024-03-05 14:57:05,Qualitätskontrolle,Emilia Wagner,"3,16",Intel,Produkt A,"100,0",Lager C
012,Informationen an Transporteur übermitteln,2024-03-05 15:45:05,Warenausgang,Emma Weber,"2,85",Intel,Produkt A,"100,0",online
012,Paket an Transporteur übergeben,2024-03-05 16:23:05,Warenausgang,Leonie Richter,"11,88",Intel,Produkt A,"100,0",Warenausgabe 3
012,Bestellstatus im System ändern,2024-03-05 16:25:05,Warenausgang,Emma Weber,"2,46",Intel,Produkt A,"100,0",online
013,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Lisa Schulz,"2,58",Airbus,Produkt M,"95,0",Schalter
013,Kunden-Daten in System übertragen,2024-03-05 10:35:05,Auftragsannahme,Lisa Schulz,"2,22",Airbus,Produkt M,"95,0",online
013,Zahlvorgang abschließen,2024-03-05 10:45:05,Auftragsannahme,Timo Wagner,"2,23",Airbus,Produkt M,"95,0",Schalter
013,Bestellung im System eintragen,2024-03-05 11:42:05,Auftragsannahme,Lena Mueller,"7,5",Airbus,Produkt M,"95,0",online
013,Lagerbestand überprüfen,2024-03-05 11:47:05,Bestandsverwaltung,Laura Fischer,"4,13",Airbus,Produkt M,"95,0",online
013,Auftragsabwicklung im System starten,2024-03-05 11:54:05,Bestandsverwaltung,Jan Becker,"4,79",Airbus,Produkt M,"95,0",online
013,Artikel zusammenstellen,2024-03-05 12:04:05,Lager,Mia Schmitt,"8,44",Airbus,Produkt M,"95,0",Lager C
013,Ware verpacken,2024-03-05 12:37:05,Lager,Mia Schmitt,"7,39",Airbus,Produkt M,"95,0",Lager C
013,Gewicht prüfen,2024-03-05 12:44:05,Qualitätskontrolle,Hannah Meyer,"1,98",Airbus,Produkt M,"95,0",Lager C
013,Anzahl der Artikel überprüfen,2024-03-05 13:39:05,Qualitätskontrolle,Hannah Meyer,"2,92",Airbus,Produkt M,"95,0",Lager C
013,Verpackung prüfen,2024-03-05 14:20:05,Qualitätskontrolle,Hannah Meyer,"3,86",Airbus,Produkt M,"95,0",Lager C
013,Paket zur Warenausgabe bringen,2024-03-05 14:53:05,Warenausgang,Luca Huber,"4,39",Airbus,Produkt M,"95,0",Warenausgabe 2
013,Paket an Kunde übergeben,2024-03-05 15:44:05,Warenausgang,Emma Weber,"2,5",Airbus,Produkt M,"95,0",Warenausgabe 1
013,Bestellstatus im System ändern,2024-03-05 16:24:05,Warenausgang,Emma Weber,"1,12",Airbus,Produkt M,"95,0",online
014,Kunden-Daten aufnehmen,2024-03-05 10:03:05,Auftragsannahme,Max Mustermann,"3,77",General Electric,Produkt F,"110,0",Schalter
014,Kunden-Daten in System übertragen,2024-03-05 10:52:05,Auftragsannahme,Lena Mueller,"2,67",General Electric,Produkt F,"110,0",online
014,Zahlvorgang abschließen,2024-03-05 11:13:05,Auftragsannahme,Lena Mueller,"2,59",General Electric,Produkt F,"110,0",Schalter
014,Bestellung im System eintragen,2024-03-05 11:21:05,Auftragsannahme,Lisa Schulz,"6,33",General Electric,Produkt F,"110,0",online
014,Lagerbestand überprüfen,2024-03-05 11:59:05,Bestandsverwaltung,Jan Becker,"2,44",General Electric,Produkt F,"110,0",online
014,Auftragsabwicklung im System starten,2024-03-05 12:35:05,Bestandsverwaltung,Lisa Mueller,"4,33",General Electric,Produkt F,"110,0",online
014,Artikel zusammenstellen,2024-03-05 13:24:05,Lager,Mia Schmitt,"10,66",General Electric,Produkt F,"110,0",Lager C
014,Ware verpacken,2024-03-05 13:42:05,Lager,Mia Schmitt,"6,25",General Electric,Produkt F,"110,0",Lager C
