Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
009,Paket an Kunde übergeben,2024-02-27 01:51:07,Emma Weber,"62,68",Produkt Q,"110,0",Bayer,Lager I,Lager C
009,Bestellstatus im System ändern,2024-02-27 02:31:07,Max Mustermann,"18,97",Produkt Q,"110,0",Bayer,Lager J,Lager D
010,Kunden-Daten aufnehmen,2024-02-26 19:58:07,Hannah Meyer,"14,5",Produkt E,"150,0",Volkswagen,Lager F,Lager H
010,Kunden-Daten in System übertragen,2024-02-26 20:36:07,Hannah Meyer,"77,95",Produkt E,"150,0",Volkswagen,Lager A,Lager B
010,Zahlvorgang abschließen,2024-02-26 21:23:07,Luca Huber,"31,3",Produkt E,"150,0",Volkswagen,Lager F,Lager C
010,Bestellung im System eintragen,2024-02-26 21:36:07,Lena Mueller,"8,02",Produkt E,"150,0",Volkswagen,Lager G,Lager G
010,Lagerbestand überprüfen,2024-02-26 22:34:07,Hannah Meyer,"87,19",Produkt E,"150,0",Volkswagen,Lager C,Lager B
010,Auftragsabwicklung im System starten,2024-02-26 22:53:07,Sophia Lang,"20,13",Produkt E,"150,0",Volkswagen,Lager J,Lager G
010,Artikel zusammenstellen,2024-02-26 22:59:07,Jan Becker,"95,89",Produkt E,"150,0",Volkswagen,Lager J,Lager C
010,Ware verpacken,2024-02-26 23:28:07,Jonas Richter,"75,87",Produkt E,"150,0",Volkswagen,Lager F,Lager C
010,Gewicht prüfen,2024-02-26 23:29:07,Jan Becker,"41,3",Produkt E,"150,0",Volkswagen,Lager H,Lager H
010,Anzahl der Artikel überprüfen,2024-02-27 00:13:07,Timo Wagner,"29,84",Produkt E,"150,0",Volkswagen,Lager G,Lager E
010,Verpackung prüfen,2024-02-27 00:38:07,Nico Schmidt,"9,4",Produkt E,"150,0",Volkswagen,Lager G,Lager A
010,Paket zur Warenausgabe bringen,2024-02-27 01:27:07,Sarah Schmidt,"83,57",Produkt E,"150,0",Volkswagen,Lager E,Lager B
010,Paket an Kunde übergeben,2024-02-27 01:51:07,Hannah Meyer,"8,33",Produkt E,"150,0",Volkswagen,Lager J,Lager C
010,Bestellstatus im System ändern,2024-02-27 02:01:07,Hannah Meyer,"47,24",Produkt E,"150,0",Volkswagen,Lager D,Lager I
011,Kunden-Daten aufnehmen,2024-02-26 19:58:07,Sophia Lang,"72,62",Produkt Q,"110,0",Mitsubishi Electric,Lager A,Lager A
011,Kunden-Daten in System übertragen,2024-02-26 20:34:07,Mia Schmitt,"36,78",Produkt Q,"110,0",Mitsubishi Electric,Lager I,Lager B
011,Zahlvorgang abschließen,2024-02-26 21:01:07,Jonas Richter,"11,14",Produkt Q,"110,0",Mitsubishi Electric,Lager G,Lager G
011,Bestellung im System eintragen,2024-02-26 21:19:07,David Meyer,"39,93",Produkt Q,"110,0",Mitsubishi Electric,Lager F,Lager A
011,Lagerbestand überprüfen,2024-02-26 21:34:07,Timo Wagner,"54,48",Produkt Q,"110,0",Mitsubishi Electric,Lager J,Lager E
011,Auftragsabwicklung im System starten,2024-02-26 21:37:07,Paul Zimmer,"66,25",Produkt Q,"110,0",Mitsubishi Electric,Lager A,Lager E
011,Artikel zusammenstellen,2024-02-26 22:28:07,David Meyer,"39,04",Produkt Q,"110,0",Mitsubishi Electric,Lager A,Lager C
011,Ware verpacken,2024-02-26 22:56:07,Luca Huber,"15,07",Produkt Q,"110,0",Mitsubishi Electric,Lager B,Lager C
011,Gewicht prüfen,2024-02-26 23:11:07,Leonie Richter,"50,47",Produkt Q,"110,0",Mitsubishi Electric,Lager J,Lager I
011,Anzahl der Artikel überprüfen,2024-02-26 23:37:07,Sarah Schmidt,"9,71",Produkt Q,"110,0",Mitsubishi Electric,Lager B,Lager I
011,Verpackung prüfen,2024-02-26 23:38:07,Sophia Lang,"69,49",Produkt Q,"110,0",Mitsubishi Electric,Lager J,Lager H
011,Paket zur Warenausgabe bringen,2024-02-27 00:14:07,Lisa Schulz,"17,71",Produkt Q,"110,0",Mitsubishi Electric,Lager B,Lager A
011,Paket an Kunde übergeben,2024-02-27 00:52:07,Mia Schmitt,"69,78",Produkt Q,"110,0",Mitsubishi Electric,Lager G,Lager I
011,Bestellstatus im System ändern,2024-02-27 01:27:07,Sarah Schmidt,"32,17",Produkt Q,"110,0",Mitsubishi Electric,Lager C,Lager A
012,Kunden-Daten aufnehmen,2024-02-26 19:58:07,Paul Zimmer,"83,03",Produkt D,"70,0",Nestlé,Lager G,Lager H
012,Kunden-Daten in System übertragen,2024-02-26 20:18:07,Jonas Richter,"73,0",Produkt D,"70,0",Nestlé,Lager G,Lager B
012,Zahlvorgang abschließen,2024-02-26 20:24:07,Hannah Meyer,"55,68",Produkt D,"70,0",Nestlé,Lager H,Lager D
012,Bestellung im System eintragen,2024-02-26 21:17:07,Luca Huber,"13,93",Produkt D,"70,0",Nestlé,Lager C,Lager H
012,Lagerbestand überprüfen,2024-02-26 21:24:07,Max Mustermann,"24,94",Produkt D,"70,0",Nestlé,Lager A,Lager F
012,Auftragsabwicklung im System starten,2024-02-26 21:46:07,Lisa Schulz,"72,27",Produkt D,"70,0",Nestlé,Lager F,Lager I
012,Artikel zusammenstellen,2024-02-26 21:56:07,Luca Huber,"94,1",Produkt D,"70,0",Nestlé,Lager G,Lager F
012,Ware verpacken,2024-02-26 22:55:07,Paul Zimmer,"45,88",Produkt D,"70,0",Nestlé,Lager F,Lager D
012,Gewicht prüfen,2024-02-26 22:59:07,Lisa Schulz,"43,99",Produkt D,"70,0",Nestlé,Lager H,Lager D
012,Anzahl der Artikel überprüfen,2024-02-26 23:02:07,Sarah Schmidt,"54,86",Produkt D,"70,0",Nestlé,Lager A,Lager C
012,Verpackung prüfen,2024-02-26 23:19:07,Hannah Meyer,"49,74",Produkt D,"70,0",Nestlé,Lager H,Lager I
012,Paket zur Warenausgabe bringen,2024-02-26 23:37:07,Nico Schmidt,"18,86",Produkt D,"70,0",Nestlé,Lager J,Lager C
012,Zahlungsabwicklung durchführen,2024-02-27 00:26:07,Luca Huber,"35,64",Produkt D,"70,0",Nestlé,Lager H,Lager I
012,Paket an Kunde übergeben,2024-02-27 00:37:07,Emma Weber,"7,47",Produkt D,"70,0",Nestlé,Lager D,Lager B
012,Bestellstatus im System ändern,2024-02-27 00:49:07,Max Mustermann,"58,34",Produkt D,"70,0",Nestlé,Lager E,Lager I
013,Kunden-Daten aufnehmen,2024-02-26 19:58:07,Laura Fischer,"10,75",Produkt L,"140,0",Boeing,Lager D,Lager D
013,Kunden-Daten in System übertragen,2024-02-26 20:41:07,Max Mustermann,"46,63",Produkt L,"140,0",Boeing,Lager D,Lager C
013,Zahlvorgang abschließen,2024-02-26 21:40:07,Emma Weber,"40,03",Produkt L,"140,0",Boeing,Lager F,Lager H
013,Bestellung im System eintragen,2024-02-26 22:15:07,Sarah Schmidt,"97,4",Produkt L,"140,0",Boeing,Lager I,Lager G
013,Lagerbestand überprüfen,2024-02-26 22:20:07,Sophia Lang,"59,64",Produkt L,"140,0",Boeing,Lager B,Lager A
013,Auftragsabwicklung im System starten,2024-02-26 23:18:07,Luca Huber,"25,3",Produkt L,"140,0",Boeing,Lager J,Lager D
013,Artikel zusammenstellen,2024-02-26 23:43:07,Jan Becker,"9,54",Produkt L,"140,0",Boeing,Lager A,Lager B
013,Ware verpacken,2024-02-27 00:20:07,Paul Zimmer,"28,31",Produkt L,"140,0",Boeing,Lager I,Lager B
013,Gewicht prüfen,2024-02-27 00:39:07,Paul Zimmer,"64,0",Produkt L,"140,0",Boeing,Lager E,Lager I
013,Anzahl der Artikel überprüfen,2024-02-27 01:05:07,Laura Fischer,"15,07",Produkt L,"140,0",Boeing,Lager E,Lager C
013,Verpackung prüfen,2024-02-27 01:14:07,Max Mustermann,"55,72",Produkt L,"140,0",Boeing,Lager E,Lager D
013,Paket zur Warenausgabe bringen,2024-02-27 01:44:07,Emma Weber,"66,54",Produkt L,"140,0",Boeing,Lager A,Lager F
013,Paket an Kunde übergeben,2024-02-27 02:23:07,Lisa Schulz,"87,14",Produkt L,"140,0",Boeing,Lager B,Lager G
013,Bestellstatus im System ändern,2024-02-27 02:49:07,Sophia Lang,"58,5",Produkt L,"140,0",Boeing,Lager F,Lager F
014,Kunden-Daten aufnehmen,2024-02-26 19:58:07,Nico Schmidt,"95,63",Produkt J,"75,0",PepsiCo,Lager E,Lager J
014,Kunden-Daten in System übertragen,2024-02-26 20:54:07,Sarah Schmidt,"25,21",Produkt J,"75,0",PepsiCo,Lager A,Lager B
014,Zahlvorgang abschließen,2024-02-26 21:03:07,Sophia Lang,"98,75",Produkt J,"75,0",PepsiCo,Lager H,Lager D
014,Bestellung im System eintragen,2024-02-26 21:52:07,Lisa Mueller,"85,63",Produkt J,"75,0",PepsiCo,Lager E,Lager J
014,Lagerbestand überprüfen,2024-02-26 22:45:07,Sarah Schmidt,"54,49",Produkt J,"75,0",PepsiCo,Lager G,Lager I
014,Auftragsabwicklung im System starten,2024-02-26 23:17:07,Hannah Meyer,"6,78",Produkt J,"75,0",PepsiCo,Lager I,Lager H
014,Artikel zusammenstellen,2024-02-26 23:48:07,Timo Wagner,"38,89",Produkt J,"75,0",PepsiCo,Lager I,Lager D
014,Ware verpacken,2024-02-26 23:50:07,David Meyer,"48,99",Produkt J,"75,0",PepsiCo,Lager D,Lager B
014,Gewicht prüfen,2024-02-27 00:14:07,Lisa Schulz,"57,05",Produkt J,"75,0",PepsiCo,Lager I,Lager B
014,Anzahl der Artikel überprüfen,2024-02-27 01:03:07,Mia Schmitt,"56,54",Produkt J,"75,0",PepsiCo,Lager J,Lager D
014,Verpackung prüfen,2024-02-27 01:12:07,Sarah Schmidt,"82,2",Produkt J,"75,0",PepsiCo,Lager F,Lager I
014,Paket zur Warenausgabe bringen,2024-02-27 01:46:07,Jonas Richter,"75,0",Produkt J,"75,0",PepsiCo,Lager A,Lager G
014,Paket an Kunde übergeben,2024-02-27 02:43:07,Lena Mueller,"42,13",Produkt J,"75,0",PepsiCo,Lager I,Lager G
014,Bestellstatus im System ändern,2024-02-27 02:45:07,Lisa Mueller,"52,38",Produkt J,"75,0",PepsiCo,Lager E,Lager J
015,Kunden-Daten aufnehmen,2024-02-26 19:58:07,Paul Zimmer,"83,45",Produkt K,"110,0",BASF,Lager F,Lager B
015,Kunden-Daten in System übertragen,2024-02-26 20:10:07,Timo Wagner,"13,69",Produkt K,"110,0",BASF,Lager G,Lager C
