Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
010,Marketingaktion durchgeführt,01/12/2019 12:16:00,Paul Zimmer,76.18,Produkt J,75.0,Firma14,Lager E,Lager B
009,Angebot erstellt,01/12/2019 12:17:00,Jonas Richter,15.35,Produkt B,120.0,Firma7,Lager H,Lager J
004,Angebot erstellt,01/12/2019 12:18:00,Hannah Meyer,35.72,Produkt S,90.0,Firma10,Lager D,Lager I
009,Rechnung versendet,01/12/2019 12:19:00,Sarah Schmidt,27.51,Produkt D,70.0,Firma6,Lager D,Lager J
004,Ware retourniert,01/12/2019 12:20:00,Jonas Richter,6.04,Produkt E,150.0,Firma6,Lager C,Lager F
006,Rechnung versendet,01/12/2019 12:21:00,Jonas Richter,65.91,Produkt O,120.0,Firma5,Lager F,Lager E
008,Rechnung bezahlt,01/12/2019 12:22:00,David Meyer,13.67,Produkt I,90.0,Firma15,Lager G,Lager J
009,Ware aus Lager geholt,01/12/2019 12:23:00,Noah Becker,27.28,Produkt D,70.0,Firma17,Lager J,Lager H
001,Produktionsplanung erstellt,01/12/2019 12:24:00,Lena Mueller,11.52,Produkt M,95.0,Firma11,Lager F,Lager C
008,Angebot erstellt,01/12/2019 12:25:00,Laura Fischer,91.63,Produkt M,95.0,Firma5,Lager E,Lager J
005,Ware wiederverkauft,01/12/2019 12:26:00,Sophia Lang,35.66,Produkt R,130.0,Firma10,Lager A,Lager J
003,Ware versandt,01/12/2019 12:27:00,Luca Huber,39.63,Produkt T,85.0,Firma9,Lager H,Lager J
002,Lieferanten kontaktiert,01/12/2019 12:28:00,Timo Wagner,37.95,Produkt M,95.0,Firma3,Lager D,Lager C
001,Werbekampagne gestartet,01/12/2019 12:29:00,Hannah Meyer,34.97,Produkt N,75.0,Firma9,Lager F,Lager D
009,Ware zur Produktion gebracht,01/12/2019 12:30:00,David Meyer,75.75,Produkt B,120.0,Firma6,Lager E,Lager D
002,Zahlung erhalten,01/12/2019 12:31:00,Hannah Meyer,66.68,Produkt A,100.0,Firma16,Lager E,Lager E
001,Rückverfolgbarkeitsprüfung,01/12/2019 12:32:00,Jan Becker,30.24,Produkt N,75.0,Firma12,Lager G,Lager G
007,Rückverfolgbarkeitsprüfung,01/12/2019 12:33:00,Hannah Meyer,91.81,Produkt S,90.0,Firma2,Lager B,Lager B
006,Ware hergestellt,01/12/2019 12:34:00,Jan Becker,61.78,Produkt E,150.0,Firma18,Lager G,Lager H
009,Ware umgeladen,01/12/2019 12:35:00,Sophia Lang,69.86,Produkt P,100.0,Firma16,Lager I,Lager D
010,Preisverhandlungen geführt,01/12/2019 12:36:00,Paul Zimmer,34.93,Produkt A,100.0,Firma19,Lager J,Lager A
008,Ware wiederverkauft,01/12/2019 12:37:00,Noah Becker,77.51,Produkt S,90.0,Firma17,Lager F,Lager J
006,Rechnung versendet,01/12/2019 12:38:00,Max Mustermann,93.6,Produkt M,95.0,Firma7,Lager G,Lager I
003,Ware zur Produktion gebracht,01/12/2019 12:39:00,Sarah Schmidt,48.77,Produkt H,130.0,Firma1,Lager J,Lager F
010,Verpackungsmaterial bestellt,01/12/2019 12:40:00,Jonas Richter,46.6,Produkt I,90.0,Firma18,Lager B,Lager B
003,Rechnung bezahlt,01/12/2019 12:41:00,Timo Wagner,37.54,Produkt L,140.0,Firma5,Lager F,Lager B
001,Ware umgeladen,01/12/2019 12:42:00,Lena Mueller,30.51,Produkt D,70.0,Firma2,Lager H,Lager C
010,Preisverhandlungen geführt,01/12/2019 12:43:00,Luca Huber,33.21,Produkt R,130.0,Firma18,Lager J,Lager D
006,Ware beim Kunden angekommen,01/12/2019 12:44:00,Lena Mueller,76.01,Produkt Q,110.0,Firma2,Lager J,Lager E
008,Ware gelagert,01/12/2019 12:45:00,Nico Schmidt,94.97,Produkt I,90.0,Firma2,Lager C,Lager F
005,Qualitätskontrolle durchgeführt,01/12/2019 12:46:00,Jonas Richter,40.2,Produkt M,95.0,Firma14,Lager E,Lager E
003,Ware zum Versand vorbereitet,01/12/2019 12:47:00,Max Mustermann,15.11,Produkt F,110.0,Firma20,Lager H,Lager F
010,Ware zur Produktion gebracht,01/12/2019 12:48:00,Hannah Meyer,59.02,Produkt G,95.0,Firma18,Lager E,Lager A
002,Ware zur Produktion gebracht,01/12/2019 12:49:00,Emilia Wagner,29.51,Produkt C,80.0,Firma4,Lager A,Lager A
010,Angebot erstellt,01/12/2019 12:50:00,Emma Weber,21.59,Produkt J,75.0,Firma2,Lager C,Lager F
010,Zahlung erhalten,01/12/2019 12:51:00,Mia Schmitt,89.21,Produkt J,75.0,Firma11,Lager E,Lager E
002,Rechnung versendet,01/12/2019 12:52:00,Lisa Schulz,6.7,Produkt F,110.0,Firma15,Lager C,Lager F
008,Ware hergestellt,01/12/2019 12:53:00,Sarah Schmidt,52.73,Produkt N,75.0,Firma6,Lager D,Lager B
009,Ware verpackt,01/12/2019 12:54:00,Emilia Wagner,99.51,Produkt M,95.0,Firma9,Lager D,Lager A
007,Ware umgeladen,01/12/2019 12:55:00,Lisa Schulz,43.13,Produkt I,90.0,Firma8,Lager A,Lager I
005,Reparatur durchgeführt,01/12/2019 12:56:00,Max Mustermann,18.33,Produkt S,90.0,Firma3,Lager C,Lager H
002,Ware retourniert,01/12/2019 12:57:00,Jonas Richter,55.16,Produkt D,70.0,Firma7,Lager J,Lager C
007,Marketingaktion durchgeführt,01/12/2019 12:58:00,Jonas Richter,16.27,Produkt E,150.0,Firma12,Lager H,Lager I
007,Rechnung bezahlt,01/12/2019 12:59:00,Luca Huber,42.25,Produkt Q,110.0,Firma5,Lager D,Lager E
010,Rechnung erstellt,01/12/2019 13:00:00,Emma Weber,78.11,Produkt E,150.0,Firma7,Lager A,Lager E
009,Produktionsplanung erstellt,01/12/2019 13:01:00,Mia Schmitt,26.25,Produkt O,120.0,Firma19,Lager E,Lager F
008,Verpackungsmaterial bestellt,01/12/2019 13:02:00,Leonie Richter,64.22,Produkt O,120.0,Firma11,Lager E,Lager I
010,Angebot erstellt,01/12/2019 13:03:00,Leonie Richter,42.22,Produkt A,100.0,Firma6,Lager F,Lager A
008,Rechnung versendet,01/12/2019 13:04:00,Jonas Richter,80.09,Produkt B,120.0,Firma6,Lager E,Lager D
006,Rückverfolgbarkeitsprüfung,01/12/2019 13:05:00,Sophia Lang,19.33,Produkt O,120.0,Firma8,Lager J,Lager C
007,Ware beim Kunden angekommen,01/12/2019 13:06:00,Lisa Schulz,64.98,Produkt H,130.0,Firma11,Lager H,Lager C
001,Rechnung erstellt,01/12/2019 13:07:00,Hannah Meyer,12.69,Produkt J,75.0,Firma18,Lager H,Lager H
006,Rechnung bezahlt,01/12/2019 13:08:00,Emma Weber,74.05,Produkt B,120.0,Firma18,Lager C,Lager C
004,Marketingaktion durchgeführt,01/12/2019 13:09:00,Mia Schmitt,19.06,Produkt A,100.0,Firma14,Lager C,Lager F
004,Ware retourniert,01/12/2019 13:10:00,Lisa Schulz,13.85,Produkt C,80.0,Firma4,Lager F,Lager E
002,Qualitätskontrolle durchgeführt,01/12/2019 13:11:00,Laura Fischer,95.84,Produkt E,150.0,Firma4,Lager J,Lager F
010,Ware hergestellt,01/12/2019 13:12:00,Lisa Mueller,65.84,Produkt T,85.0,Firma17,Lager C,Lager E
004,Kundensupport angefragt,01/12/2019 13:13:00,Max Mustermann,33.39,Produkt P,100.0,Firma9,Lager B,Lager G
001,Lieferanten kontaktiert,01/12/2019 13:14:00,Emma Weber,62.24,Produkt L,140.0,Firma15,Lager H,Lager G
001,Ware verpackt,01/12/2019 13:15:00,Lisa Schulz,31.45,Produkt K,110.0,Firma17,Lager F,Lager A
008,Zahlung erhalten,01/12/2019 13:16:00,Leonie Richter,13.5,Produkt C,80.0,Firma3,Lager G,Lager F
005,Ware zum Versand vorbereitet,01/12/2019 13:17:00,Noah Becker,66.39,Produkt C,80.0,Firma6,Lager C,Lager F
002,Rechnung bezahlt,01/12/2019 13:18:00,Timo Wagner,20.21,Produkt H,130.0,Firma1,Lager A,Lager I
006,Ware gelagert,01/12/2019 13:19:00,Nico Schmidt,49.39,Produkt I,90.0,Firma6,Lager F,Lager E
001,Qualitätskontrolle durchgeführt,01/12/2019 13:20:00,David Meyer,90.0,Produkt F,110.0,Firma12,Lager B,Lager D
006,Marketingaktion durchgeführt,01/12/2019 13:21:00,Jonas Richter,62.16,Produkt H,130.0,Firma20,Lager D,Lager B
010,Ware entsorgt,01/12/2019 13:22:00,Hannah Meyer,24.22,Produkt P,100.0,Firma4,Lager G,Lager C
008,Produktionsplanung erstellt,01/12/2019 13:23:00,Paul Zimmer,57.3,Produkt D,70.0,Firma20,Lager F,Lager E
003,Angebot erstellt,01/12/2019 13:24:00,Lisa Schulz,99.04,Produkt O,120.0,Firma8,Lager A,Lager I
009,Ware umgeladen,01/12/2019 13:25:00,Laura Fischer,82.41,Produkt A,100.0,Firma4,Lager F,Lager F
007,Ware retourniert,01/12/2019 13:26:00,Emilia Wagner,48.58,Produkt C,80.0,Firma2,Lager G,Lager F
005,Ware gelagert,01/12/2019 13:27:00,Leonie Richter,36.74,Produkt M,95.0,Firma7,Lager A,Lager E
010,Angebot erstellt,01/12/2019 13:28:00,Laura Fischer,79.87,Produkt L,140.0,Firma16,Lager F,Lager C
005,Rechnung erstellt,01/12/2019 13:29:00,Lena Mueller,39.98,Produkt M,95.0,Firma18,Lager E,Lager J
005,Ware beim Kunden angekommen,01/12/2019 13:30:00,Jan Becker,60.79,Produkt N,75.0,Firma2,Lager G,Lager J
007,Ware umgeladen,01/12/2019 13:31:00,Max Mustermann,17.15,Produkt Q,110.0,Firma8,Lager A,Lager A
003,Rückverfolgbarkeitsprüfung,01/12/2019 13:32:00,Lena Mueller,20.94,Produkt I,90.0,Firma20,Lager F,Lager A
001,Personal geschult,01/12/2019 13:33:00,Lisa Schulz,97.8,Produkt K,110.0,Firma14,Lager F,Lager I
010,Rechnung bezahlt,01/12/2019 13:34:00,Emilia Wagner,34.97,Produkt J,75.0,Firma12,Lager E,Lager I
001,Ware beim Kunden angekommen,01/12/2019 13:35:00,Emilia Wagner,83.12,Produkt F,110.0,Firma17,Lager J,Lager I
006,Produktionsplanung erstellt,01/12/2019 13:36:00,Paul Zimmer,69.45,Produkt G,95.0,Firma16,Lager G,Lager F
002,Angebot erstellt,01/12/2019 13:37:00,Hannah Meyer,48.58,Produkt R,130.0,Firma20,Lager C,Lager E
004,Produktionsplanung erstellt,01/12/2019 13:38:00,Lisa Schulz,60.1,Produkt P,100.0,Firma3,Lager B,Lager B
008,Rechnung versendet,01/12/2019 13:39:00,Lisa Mueller,17.04,Produkt T,85.0,Firma5,Lager G,Lager A
009,Bestellung aufgenommen,01/12/2019 13:40:00,Emma Weber,93.12,Produkt F,110.0,Firma17,Lager A,Lager I
001,Werbekampagne gestartet,01/12/2019 13:41:00,Timo Wagner,22.24,Produkt A,100.0,Firma12,Lager G,Lager C
007,Personal geschult,01/12/2019 13:42:00,Emma Weber,5.06,Produkt O,120.0,Firma8,Lager B,Lager H
001,Ware retourniert,01/12/2019 13:43:00,Lisa Mueller,37.53,Produkt K,110.0,Firma1,Lager B,Lager I
005,Rechnung versendet,01/12/2019 13:44:00,David Meyer,94.38,Produkt P,100.0,Firma12,Lager A,Lager C
010,Auftrag eingegangen,01/12/2019 13:45:00,Noah Becker,47.09,Produkt N,75.0,Firma12,Lager C,Lager H
006,Ware zum Versand vorbereitet,01/12/2019 13:46:00,Lena Mueller,40.73,Produkt Q,110.0,Firma19,Lager H,Lager G
008,Kundensupport angefragt,01/12/2019 13:47:00,Emma Weber,34.95,Produkt I,90.0,Firma11,Lager I,Lager H
010,Qualitätskontrolle durchgeführt,01/12/2019 13:48:00,Timo Wagner,25.13,Produkt F,110.0,Firma4,Lager J,Lager A
009,Rechnung bezahlt,01/12/2019 13:49:00,Noah Becker,13.94,Produkt H,130.0,Firma4,Lager H,Lager B
001,Personal geschult,01/12/2019 13:50:00,Mia Schmitt,5.65,Produkt S,90.0,Firma8,Lager F,Lager B
007,Kundensupport angefragt,01/12/2019 13:51:00,Timo Wagner,44.82,Produkt P,100.0,Firma9,Lager A,Lager I
007,Ware entsorgt,01/12/2019 13:52:00,Jan Becker,95.32,Produkt M,95.0,Firma1,Lager F,Lager J
003,Ware aus Lager geholt,01/12/2019 13:53:00,David Meyer,46.9,Produkt T,85.0,Firma10,Lager C,Lager J
008,Ware wiederverkauft,01/12/2019 13:54:00,Paul Zimmer,91.71,Produkt N,75.0,Firma11,Lager C,Lager C
005,Rechnung versendet,01/12/2019 13:55:00,Lena Mueller,88.64,Produkt S,90.0,Firma12,Lager F,Lager G
009,Preisverhandlungen geführt,01/12/2019 13:56:00,Sophia Lang,9.63,Produkt M,95.0,Firma5,Lager E,Lager I
008,Qualitätskontrolle durchgeführt,01/12/2019 13:57:00,Jan Becker,9.12,Produkt S,90.0,Firma14,Lager I,Lager F
007,Ware entsorgt,01/12/2019 13:58:00,Laura Fischer,8.24,Produkt T,85.0,Firma4,Lager A,Lager F
010,Ware retourniert,01/12/2019 13:59:00,David Meyer,81.92,Produkt B,120.0,Firma2,Lager C,Lager C
004,Preisverhandlungen geführt,01/12/2019 14:00:00,Jonas Richter,50.61,Produkt H,130.0,Firma10,Lager G,Lager A
004,Angebot erstellt,01/12/2019 14:01:00,Paul Zimmer,77.26,Produkt R,130.0,Firma1,Lager C,Lager J
003,Rückverfolgbarkeitsprüfung,01/12/2019 14:02:00,Jan Becker,73.93,Produkt T,85.0,Firma20,Lager E,Lager E
009,Ware wiederverkauft,01/12/2019 14:03:00,Emma Weber,36.66,Produkt R,130.0,Firma4,Lager G,Lager F
002,Kundensupport angefragt,01/12/2019 14:04:00,Emma Weber,69.49,Produkt N,75.0,Firma15,Lager G,Lager C
005,Ware aus Lager geholt,01/12/2019 14:05:00,Laura Fischer,89.9,Produkt T,85.0,Firma17,Lager F,Lager G
010,Produktionsplanung erstellt,01/12/2019 14:06:00,Sophia Lang,82.01,Produkt R,130.0,Firma19,Lager B,Lager D
004,Ware entsorgt,01/12/2019 14:07:00,David Meyer,9.32,Produkt I,90.0,Firma19,Lager A,Lager F
003,Ware aus Lager geholt,01/12/2019 14:08:00,Leonie Richter,12.27,Produkt J,75.0,Firma19,Lager E,Lager D
006,Produktionsplanung erstellt,01/12/2019 14:09:00,Lena Mueller,29.82,Produkt S,90.0,Firma12,Lager C,Lager J
008,Preisverhandlungen geführt,01/12/2019 14:10:00,Sophia Lang,24.07,Produkt K,110.0,Firma9,Lager G,Lager I
002,Rechnung bezahlt,01/12/2019 14:11:00,Emma Weber,39.59,Produkt L,140.0,Firma1,Lager J,Lager E
003,Ware zum Versand vorbereitet,01/12/2019 14:12:00,Sophia Lang,77.01,Produkt Q,110.0,Firma16,Lager D,Lager E
005,Angebot erstellt,01/12/2019 14:13:00,Lena Mueller,8.3,Produkt H,130.0,Firma11,Lager C,Lager D
001,Preisverhandlungen geführt,01/12/2019 14:14:00,Jan Becker,24.89,Produkt Q,110.0,Firma3,Lager C,Lager F
008,Ware zur Produktion gebracht,01/12/2019 14:15:00,Jan Becker,92.93,Produkt F,110.0,Firma10,Lager F,Lager D
002,Ware hergestellt,01/12/2019 14:16:00,Hannah Meyer,74.24,Produkt I,90.0,Firma9,Lager J,Lager C
001,Reparatur durchgeführt,01/12/2019 14:17:00,Paul Zimmer,69.62,Produkt G,95.0,Firma8,Lager H,Lager E
006,Lieferanten kontaktiert,01/12/2019 14:18:00,Sarah Schmidt,33.85,Produkt B,120.0,Firma19,Lager F,Lager F
002,Ware zum Versand vorbereitet,01/12/2019 14:19:00,Lisa Schulz,96.24,Produkt T,85.0,Firma10,Lager I,Lager B
006,Produktionsplanung erstellt,01/12/2019 14:20:00,Timo Wagner,16.37,Produkt P,100.0,Firma18,Lager D,Lager H
010,Qualitätskontrolle durchgeführt,01/12/2019 14:21:00,Leonie Richter,62.07,Produkt F,110.0,Firma10,Lager G,Lager J
001,Rechnung erstellt,01/12/2019 14:22:00,Emma Weber,68.81,Produkt T,85.0,Firma9,Lager H,Lager E
003,Ware zur Produktion gebracht,01/12/2019 14:23:00,Sophia Lang,60.69,Produkt G,95.0,Firma1,Lager E,Lager B
004,Produktionsplanung erstellt,01/12/2019 14:24:00,Paul Zimmer,55.42,Produkt B,120.0,Firma5,Lager H,Lager J
003,Marketingaktion durchgeführt,01/12/2019 14:25:00,Emma Weber,5.42,Produkt I,90.0,Firma16,Lager D,Lager J
008,Rechnung erstellt,01/12/2019 14:26:00,Max Mustermann,87.93,Produkt A,100.0,Firma7,Lager E,Lager B
009,Verpackungsmaterial bestellt,01/12/2019 14:27:00,Laura Fischer,74.15,Produkt I,90.0,Firma4,Lager G,Lager E
005,Ware retourniert,01/12/2019 14:28:00,Mia Schmitt,55.11,Produkt B,120.0,Firma12,Lager E,Lager D
001,Rechnung bezahlt,01/12/2019 14:29:00,Nico Schmidt,57.97,Produkt O,120.0,Firma6,Lager I,Lager F
008,Reparatur durchgeführt,01/12/2019 14:30:00,Paul Zimmer,99.97,Produkt J,75.0,Firma19,Lager E,Lager D
006,Rechnung bezahlt,01/12/2019 14:31:00,David Meyer,8.35,Produkt F,110.0,Firma4,Lager H,Lager H
006,Ware gelagert,01/12/2019 14:32:00,Hannah Meyer,34.34,Produkt S,90.0,Firma3,Lager H,Lager G
007,Qualitätskontrolle durchgeführt,01/12/2019 14:33:00,Sarah Schmidt,20.75,Produkt T,85.0,Firma7,Lager C,Lager J
009,Produktionsplanung erstellt,01/12/2019 14:34:00,Mia Schmitt,34.93,Produkt H,130.0,Firma14,Lager G,Lager G
004,Marketingaktion durchgeführt,01/12/2019 14:35:00,David Meyer,90.99,Produkt L,140.0,Firma20,Lager G,Lager I
002,Vertragsverhandlungen geführt,01/12/2019 14:36:00,Lisa Mueller,71.17,Produkt P,100.0,Firma7,Lager F,Lager J
004,Rechnung versendet,01/12/2019 14:37:00,Sarah Schmidt,48.41,Produkt J,75.0,Firma17,Lager G,Lager E
005,Ware versandt,01/12/2019 14:38:00,Lisa Mueller,99.9,Produkt A,100.0,Firma20,Lager H,Lager A
008,Ware wiederverkauft,01/12/2019 14:39:00,Max Mustermann,45.48,Produkt L,140.0,Firma12,Lager E,Lager I
008,Ware hergestellt,01/12/2019 14:40:00,Max Mustermann,74.66,Produkt L,140.0,Firma16,Lager E,Lager J
009,Ware zum Versand vorbereitet,01/12/2019 14:41:00,Lisa Schulz,22.8,Produkt B,120.0,Firma6,Lager G,Lager A
005,Ware zur Produktion gebracht,01/12/2019 14:42:00,Leonie Richter,43.76,Produkt I,90.0,Firma3,Lager B,Lager I
003,Reparatur durchgeführt,01/12/2019 14:43:00,Leonie Richter,17.81,Produkt E,150.0,Firma2,Lager J,Lager F
001,Rückverfolgbarkeitsprüfung,01/12/2019 14:44:00,Lisa Mueller,26.01,Produkt F,110.0,Firma18,Lager E,Lager H
005,Ware zum Versand vorbereitet,01/12/2019 14:45:00,Hannah Meyer,37.38,Produkt F,110.0,Firma9,Lager A,Lager D
009,Auftrag eingegangen,01/12/2019 14:46:00,Max Mustermann,17.4,Produkt C,80.0,Firma8,Lager F,Lager C
002,Rechnung versendet,01/12/2019 14:47:00,Jan Becker,75.03,Produkt O,120.0,Firma8,Lager A,Lager F
010,Bestellung aufgenommen,01/12/2019 14:48:00,Lisa Mueller,70.03,Produkt P,100.0,Firma3,Lager F,Lager I
008,Ware entsorgt,01/12/2019 14:49:00,Leonie Richter,31.81,Produkt P,100.0,Firma20,Lager H,Lager A
010,Produktionsplanung erstellt,01/12/2019 14:50:00,Max Mustermann,8.3,Produkt B,120.0,Firma19,Lager F,Lager G
003,Bestellung aufgenommen,01/12/2019 14:51:00,Sarah Schmidt,22.23,Produkt K,110.0,Firma8,Lager A,Lager B
009,Ware beim Kunden angekommen,01/12/2019 14:52:00,Timo Wagner,53.34,Produkt F,110.0,Firma3,Lager J,Lager A
004,Ware aus Lager geholt,01/12/2019 14:53:00,Noah Becker,76.54,Produkt F,110.0,Firma2,Lager I,Lager C
009,Ware wiederverkauft,01/12/2019 14:54:00,Jan Becker,72.84,Produkt L,140.0,Firma14,Lager E,Lager B
007,Ware zur Produktion gebracht,01/12/2019 14:55:00,Noah Becker,14.19,Produkt J,75.0,Firma13,Lager C,Lager I
010,Ware verpackt,01/12/2019 14:56:00,Sophia Lang,21.54,Produkt M,95.0,Firma10,Lager E,Lager J
005,Kundensupport angefragt,01/12/2019 14:57:00,Jan Becker,30.18,Produkt C,80.0,Firma20,Lager H,Lager J
004,Bestellung aufgenommen,01/12/2019 14:58:00,David Meyer,63.52,Produkt B,120.0,Firma8,Lager F,Lager B
009,Werbekampagne gestartet,01/12/2019 14:59:00,Hannah Meyer,75.22,Produkt B,120.0,Firma3,Lager G,Lager G
006,Zahlung erhalten,01/12/2019 15:00:00,Lisa Mueller,38.11,Produkt P,100.0,Firma11,Lager A,Lager E
005,Auftrag eingegangen,01/12/2019 15:01:00,Paul Zimmer,79.21,Produkt I,90.0,Firma6,Lager C,Lager I
006,Produktionsplanung erstellt,01/12/2019 15:02:00,Paul Zimmer,18.31,Produkt K,110.0,Firma15,Lager B,Lager A
003,Ware hergestellt,01/12/2019 15:03:00,Lisa Schulz,57.86,Produkt I,90.0,Firma20,Lager G,Lager C
004,Ware beim Kunden angekommen,01/12/2019 15:04:00,Lisa Mueller,68.2,Produkt H,130.0,Firma3,Lager F,Lager C
003,Ware beim Kunden angekommen,01/12/2019 15:05:00,Max Mustermann,31.07,Produkt G,95.0,Firma17,Lager I,Lager E
005,Lieferanten kontaktiert,01/12/2019 15:06:00,Nico Schmidt,18.53,Produkt G,95.0,Firma8,Lager E,Lager J
007,Ware retourniert,01/12/2019 15:07:00,Leonie Richter,5.28,Produkt H,130.0,Firma18,Lager I,Lager H
003,Lieferanten kontaktiert,01/12/2019 15:08:00,Mia Schmitt,43.76,Produkt M,95.0,Firma11,Lager F,Lager C
007,Ware wiederverkauft,01/12/2019 15:09:00,Noah Becker,62.75,Produkt G,95.0,Firma1,Lager H,Lager J
010,Ware wiederverkauft,01/12/2019 15:10:00,Max Mustermann,51.55,Produkt J,75.0,Firma11,Lager A,Lager J
007,Ware umgeladen,01/12/2019 15:11:00,Luca Huber,44.75,Produkt C,80.0,Firma11,Lager D,Lager J
006,Preisverhandlungen geführt,01/12/2019 15:12:00,David Meyer,73.03,Produkt F,110.0,Firma14,Lager B,Lager D
008,Vertragsverhandlungen geführt,01/12/2019 15:13:00,Luca Huber,51.35,Produkt G,95.0,Firma6,Lager J,Lager J
004,Ware retourniert,01/12/2019 15:14:00,Noah Becker,35.08,Produkt K,110.0,Firma12,Lager G,Lager D
008,Ware verpackt,01/12/2019 15:15:00,Paul Zimmer,32.32,Produkt N,75.0,Firma14,Lager E,Lager F
005,Ware hergestellt,01/12/2019 15:16:00,Emilia Wagner,10.22,Produkt H,130.0,Firma2,Lager D,Lager B
005,Ware aus Lager geholt,01/12/2019 15:17:00,Nico Schmidt,11.38,Produkt E,150.0,Firma2,Lager G,Lager D
002,Rechnung bezahlt,01/12/2019 15:18:00,Laura Fischer,30.9,Produkt P,100.0,Firma5,Lager B,Lager A
009,Ware zum Versand vorbereitet,01/12/2019 15:19:00,Paul Zimmer,82.98,Produkt N,75.0,Firma8,Lager J,Lager D
006,Ware aus Lager geholt,01/12/2019 15:20:00,Mia Schmitt,35.4,Produkt G,95.0,Firma10,Lager H,Lager J
005,Qualitätskontrolle durchgeführt,01/12/2019 15:21:00,Lisa Schulz,18.35,Produkt J,75.0,Firma4,Lager F,Lager B
007,Rechnung erstellt,01/12/2019 15:22:00,Leonie Richter,16.84,Produkt P,100.0,Firma5,Lager J,Lager F
003,Ware aus Lager geholt,01/12/2019 15:23:00,Noah Becker,54.38,Produkt F,110.0,Firma5,Lager F,Lager J
003,Kundensupport angefragt,01/12/2019 15:24:00,Laura Fischer,36.68,Produkt G,95.0,Firma15,Lager F,Lager D
002,Ware verpackt,01/12/2019 15:25:00,Hannah Meyer,84.08,Produkt A,100.0,Firma15,Lager A,Lager C
005,Reparatur durchgeführt,01/12/2019 15:26:00,Lena Mueller,50.71,Produkt D,70.0,Firma14,Lager E,Lager C
009,Ware retourniert,01/12/2019 15:27:00,Jonas Richter,54.29,Produkt N,75.0,Firma16,Lager H,Lager B
010,Qualitätskontrolle durchgeführt,01/12/2019 15:28:00,Mia Schmitt,39.97,Produkt L,140.0,Firma8,Lager I,Lager C
008,Verpackungsmaterial bestellt,01/12/2019 15:29:00,Lisa Schulz,7.89,Produkt O,120.0,Firma3,Lager F,Lager I
004,Rückverfolgbarkeitsprüfung,01/12/2019 15:30:00,Nico Schmidt,36.05,Produkt T,85.0,Firma13,Lager F,Lager I
003,Lieferanten kontaktiert,01/12/2019 15:31:00,Lisa Schulz,17.63,Produkt D,70.0,Firma2,Lager H,Lager J
006,Rückverfolgbarkeitsprüfung,01/12/2019 15:32:00,Lisa Mueller,45.35,Produkt E,150.0,Firma8,Lager I,Lager G
006,Ware zur Produktion gebracht,01/12/2019 15:33:00,Paul Zimmer,21.23,Produkt D,70.0,Firma12,Lager F,Lager A
005,Ware wiederverkauft,01/12/2019 15:34:00,Hannah Meyer,12.51,Produkt G,95.0,Firma1,Lager D,Lager H
006,Produktionsplanung erstellt,01/12/2019 15:35:00,Noah Becker,6.6,Produkt T,85.0,Firma16,Lager F,Lager I
005,Ware aus Lager geholt,01/12/2019 15:36:00,Jan Becker,98.77,Produkt M,95.0,Firma11,Lager H,Lager D
